# %ECSV 1.0
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: wfc3_uvis1_f200lp, datatype: float64}
# - {name: wfc3_uvis1_f300x, datatype: float64}
# - {name: wfc3_uvis1_f350lp, datatype: float64}
# - {name: wfc3_uvis1_f475x, datatype: float64}
# - {name: wfc3_uvis1_f600lp, datatype: float64}
# - {name: wfc3_uvis1_f850lp, datatype: float64}
# - {name: wfc3_uvis1_f218w, datatype: float64}
# - {name: wfc3_uvis1_f225w, datatype: float64}
# - {name: wfc3_uvis1_f275w, datatype: float64}
# - {name: wfc3_uvis1_f336w, datatype: float64}
# - {name: wfc3_uvis1_f390w, datatype: float64}
# - {name: wfc3_uvis1_f438w, datatype: float64}
# - {name: wfc3_uvis1_f475w, datatype: float64}
# - {name: wfc3_uvis1_f555w, datatype: float64}
# - {name: wfc3_uvis1_f606w, datatype: float64}
# - {name: wfc3_uvis1_f625w, datatype: float64}
# - {name: wfc3_uvis1_f775w, datatype: float64}
# - {name: wfc3_uvis1_f814w, datatype: float64}
# - {name: wfc3_ir_f105w, datatype: float64}
# - {name: wfc3_ir_f110w, datatype: float64}
# - {name: wfc3_ir_f125w, datatype: float64}
# - {name: wfc3_ir_f140w, datatype: float64}
# - {name: wfc3_ir_f160w, datatype: float64}
# - {name: jwst_nircam_f070w, datatype: float64}
# - {name: jwst_nircam_f090w, datatype: float64}
# - {name: jwst_nircam_f115w, datatype: float64}
# - {name: jwst_nircam_f150w, datatype: float64}
# - {name: jwst_nircam_f150w2, datatype: float64}
# - {name: jwst_nircam_f200w, datatype: float64}
# - {name: jwst_nircam_f277w, datatype: float64}
# - {name: jwst_nircam_f322w2, datatype: float64}
# - {name: jwst_nircam_f356w, datatype: float64}
# - {name: jwst_nircam_f444w, datatype: float64}
# - {name: jwst_miri_f0560w, datatype: float64}
# - {name: jwst_miri_f0770w, datatype: float64}
# - {name: jwst_miri_f1000w, datatype: float64}
# meta: !!omap
# - comment: [type = Kasen, name = red_m0.030_v0.20, model = knova_d1_n10_m0.030_vk0.20_Xlan1e-2.0.h5]
# schema: astropy-2.0
time wfc3_uvis1_f200lp wfc3_uvis1_f300x wfc3_uvis1_f350lp wfc3_uvis1_f475x wfc3_uvis1_f600lp wfc3_uvis1_f850lp wfc3_uvis1_f218w wfc3_uvis1_f225w wfc3_uvis1_f275w wfc3_uvis1_f336w wfc3_uvis1_f390w wfc3_uvis1_f438w wfc3_uvis1_f475w wfc3_uvis1_f555w wfc3_uvis1_f606w wfc3_uvis1_f625w wfc3_uvis1_f775w wfc3_uvis1_f814w wfc3_ir_f105w wfc3_ir_f110w wfc3_ir_f125w wfc3_ir_f140w wfc3_ir_f160w jwst_nircam_f070w jwst_nircam_f090w jwst_nircam_f115w jwst_nircam_f150w jwst_nircam_f150w2 jwst_nircam_f200w jwst_nircam_f277w jwst_nircam_f322w2 jwst_nircam_f356w jwst_nircam_f444w jwst_miri_f0560w jwst_miri_f0770w jwst_miri_f1000w
-0.05 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
0.05 -10.871 -9.917 -11.195 -11.0 -11.56 -11.508 -8.997 -9.342 -9.787 -10.285 -10.665 -10.857 -10.937 -11.09 -11.274 -11.4 -11.612 -11.607 -11.317 -11.201 -11.083 -10.799 -10.534 -11.563 -11.604 -11.205 -10.545 -10.83 -10.011 -9.719 -9.459 -9.056 -7.704 -8.708 nan nan
0.15 -12.302 -9.513 -12.761 -12.147 -13.455 -13.602 -7.55 -8.13 -9.167 -10.366 -11.078 -11.507 -12.034 -12.424 -12.84 -13.024 -13.586 -13.603 -13.512 -13.419 -13.316 -13.177 -13.056 -13.387 -13.786 -13.43 -13.077 -13.298 -12.851 -12.445 -12.237 -11.956 -11.282 -11.189 -6.914 nan
0.25 -12.425 -7.951 -12.913 -11.731 -13.803 -14.157 -5.21 -5.891 -7.24 -9.053 -10.222 -10.882 -11.513 -12.071 -12.747 -13.01 -14.015 -14.078 -14.108 -14.031 -13.989 -13.767 -13.682 -13.633 -14.344 -14.073 -13.706 -13.922 -13.497 -13.159 -12.85 -12.397 -11.958 -11.433 -7.527 nan
0.35 -12.481 -6.877 -12.976 -11.459 -13.928 -14.503 -4.403 -5.348 -6.273 -7.975 -9.479 -10.269 -11.123 -11.851 -12.623 -12.918 -14.127 -14.267 -14.43 -14.369 -14.353 -14.112 -14.003 -13.614 -14.665 -14.382 -14.031 -14.265 -13.936 -13.41 -13.145 -12.779 -12.111 -11.594 -8.609 nan
0.45 -12.525 -6.265 -13.022 -11.29 -14.005 -14.713 -3.047 -4.377 -5.869 -7.141 -9.04 -9.897 -10.962 -11.705 -12.551 -12.847 -14.179 -14.368 -14.649 -14.604 -14.598 -14.345 -14.131 -13.581 -14.869 -14.619 -14.19 -14.503 -14.27 -13.663 -13.368 -12.954 -12.2 -11.875 -9.884 nan
0.55 -12.542 -5.327 -13.041 -11.121 -14.045 -14.873 -2.954 -4.07 -4.475 -6.473 -8.614 -9.71 -10.708 -11.549 -12.469 -12.784 -14.173 -14.422 -14.813 -14.799 -14.807 -14.571 -14.285 -13.552 -15.0 -14.821 -14.354 -14.71 -14.543 -13.902 -13.58 -13.109 -12.271 -11.891 -9.975 nan
0.65 -12.558 -5.32 -13.057 -10.996 -14.075 -14.969 -2.811 -3.903 -4.331 -6.609 -7.946 -9.242 -10.539 -11.455 -12.417 -12.735 -14.173 -14.461 -14.919 -14.935 -14.939 -14.76 -14.437 -13.556 -15.086 -14.962 -14.509 -14.876 -14.755 -14.11 -13.755 -13.216 -12.313 -11.973 -10.101 nan
0.75 -12.56 -5.004 -13.06 -10.849 -14.091 -15.045 -2.844 -3.772 -3.187 -6.372 -8.079 -9.199 -10.325 -11.307 -12.354 -12.693 -14.158 -14.478 -15.013 -15.043 -15.03 -14.878 -14.527 -13.561 -15.15 -15.063 -14.611 -15.009 -14.946 -14.281 -13.905 -13.313 -12.355 -11.988 -10.131 nan
0.85 -12.546 -4.93 -13.046 -10.757 -14.081 -15.076 -2.821 -3.772 -3.123 -6.286 -7.962 -8.957 -10.243 -11.219 -12.283 -12.613 -14.143 -14.481 -15.071 -15.121 -15.119 -14.992 -14.638 -13.529 -15.21 -15.13 -14.728 -15.127 -15.076 -14.452 -14.108 -13.6 -12.495 -12.276 -10.414 nan
0.95 -12.534 -4.553 -13.034 -10.721 -14.072 -15.081 -2.759 -3.838 -3.965 -5.097 -7.805 -8.964 -10.199 -11.185 -12.254 -12.59 -14.121 -14.466 -15.1 -15.166 -15.164 -15.069 -14.704 -13.527 -15.244 -15.146 -14.816 -15.221 -15.191 -14.588 -14.243 -13.739 -12.614 -12.498 -10.983 -6.69
1.05 -12.513 -4.431 -13.014 -10.628 -14.057 -15.073 -2.71 -3.748 -3.566 -5.318 -7.587 -8.606 -10.079 -11.103 -12.205 -12.542 -14.116 -14.452 -15.124 -15.189 -15.188 -15.11 -14.773 -13.508 -15.281 -15.15 -14.882 -15.282 -15.239 -14.714 -14.376 -13.887 -12.794 -12.503 -11.039 -1.67
1.15 -12.453 -4.133 -12.954 -10.525 -13.999 -15.042 -2.651 -3.698 -3.162 -5.154 -7.478 -8.696 -10.009 -10.994 -12.085 -12.421 -14.053 -14.402 -15.136 -15.199 -15.207 -15.131 -14.827 -13.417 -15.294 -15.152 -14.942 -15.328 -15.287 -14.801 -14.481 -14.029 -12.914 -12.664 -11.253 -6.583
1.25 -12.415 -3.808 -12.916 -10.451 -13.964 -15.005 -2.54 -3.645 -2.544 -4.763 -7.009 -8.086 -9.842 -10.938 -12.031 -12.37 -14.026 -14.367 -15.138 -15.195 -15.207 -15.138 -14.86 -13.388 -15.288 -15.145 -14.974 -15.348 -15.291 -14.836 -14.521 -14.08 -12.92 -12.74 -11.24 nan
1.35 -12.348 -4.024 -12.85 -10.253 -13.903 -14.964 -2.532 -3.597 -2.504 -4.755 -7.354 -8.236 -9.65 -10.728 -11.872 -12.216 -13.971 -14.318 -15.118 -15.182 -15.211 -15.148 -14.89 -13.291 -15.278 -15.129 -15.005 -15.365 -15.301 -14.878 -14.57 -14.147 -13.03 -12.695 -11.315 -6.529
1.45 -12.307 -3.971 -12.809 -10.216 -13.862 -14.93 -2.425 -3.559 -2.536 -4.387 -6.912 -7.687 -9.551 -10.702 -11.81 -12.151 -13.94 -14.279 -15.114 -15.163 -15.183 -15.139 -14.92 -13.25 -15.27 -15.114 -15.027 -15.372 -15.309 -14.901 -14.59 -14.164 -13.072 -12.753 -11.385 -7.16
1.55 -12.247 -3.484 -12.749 -10.089 -13.805 -14.882 -2.362 -3.499 -2.398 -4.33 -6.413 -7.704 -9.367 -10.581 -11.723 -12.078 -13.879 -14.222 -15.095 -15.152 -15.186 -15.151 -14.949 -13.181 -15.25 -15.104 -15.053 -15.383 -15.315 -14.911 -14.613 -14.211 -13.118 -12.742 -11.51 -1.301
1.65 -12.171 -3.186 -12.672 -9.998 -13.73 -14.831 -2.278 -3.435 -2.333 -0.631 -6.19 -7.405 -9.274 -10.489 -11.586 -11.942 -13.796 -14.151 -15.075 -15.136 -15.183 -15.15 -14.953 -13.066 -15.236 -15.097 -15.057 -15.389 -15.311 -14.928 -14.641 -14.263 -13.217 -12.826 -11.553 nan
1.75 -12.124 -3.42 -12.625 -9.971 -13.681 -14.779 -2.228 -3.382 -2.281 -4.622 -6.261 -7.505 -9.262 -10.464 -11.561 -11.908 -13.752 -14.094 -15.07 -15.121 -15.167 -15.152 -15.001 -13.021 -15.227 -15.085 -15.086 -15.408 -15.325 -14.957 -14.678 -14.31 -13.308 -12.845 -11.564 -6.582
1.85 -12.06 -3.355 -12.562 -9.816 -13.622 -14.76 -2.225 -3.336 -2.238 -3.988 -6.571 -7.78 -9.062 -10.299 -11.427 -11.79 -13.662 -14.037 -15.055 -15.118 -15.169 -15.159 -14.999 -12.904 -15.228 -15.085 -15.091 -15.416 -15.314 -14.971 -14.701 -14.348 -13.384 -12.951 -11.769 nan
1.95 -12.004 -2.826 -12.505 -9.745 -13.566 -14.693 -2.144 -3.278 -2.182 -0.409 -5.84 -7.508 -9.037 -10.234 -11.32 -11.67 -13.639 -13.985 -15.05 -15.104 -15.164 -15.164 -15.045 -12.86 -15.21 -15.081 -15.116 -15.438 -15.348 -15.0 -14.73 -14.383 -13.385 -12.971 -11.729 -8.481
2.05 -11.958 -2.948 -12.46 -9.628 -13.524 -14.677 -2.078 -3.241 -2.14 -0.395 -5.827 -7.198 -8.868 -10.127 -11.311 -11.667 -13.552 -13.932 -15.049 -15.113 -15.184 -15.186 -15.061 -12.774 -15.216 -15.096 -15.14 -15.451 -15.334 -15.029 -14.774 -14.448 -13.493 -12.944 -11.816 -6.903
2.15 -11.881 -3.108 -12.382 -9.52 -13.447 -14.602 -1.977 -3.167 -2.069 -4.142 -5.178 -7.005 -8.644 -10.022 -11.153 -11.517 -13.496 -13.858 -15.007 -15.078 -15.155 -15.172 -15.059 -12.688 -15.206 -15.058 -15.133 -15.459 -15.345 -15.022 -14.786 -14.492 -13.657 -13.024 -11.968 -7.291
2.25 -11.845 -3.002 -12.347 -9.471 -13.412 -14.58 -1.968 -3.137 -2.041 -3.743 -5.719 -7.05 -8.53 -9.966 -11.097 -11.465 -13.451 -13.829 -15.01 -15.078 -15.162 -15.178 -15.084 -12.628 -15.212 -15.07 -15.156 -15.483 -15.355 -15.069 -14.828 -14.527 -13.688 -13.143 -11.961 -7.733
2.35 -11.787 -2.605 -12.288 -9.392 -13.355 -14.541 -1.914 -3.092 -1.988 -0.11 -5.501 -6.832 -8.664 -9.881 -10.966 -11.308 -13.393 -13.776 -14.989 -15.055 -15.142 -15.175 -15.101 -12.54 -15.211 -15.049 -15.157 -15.489 -15.356 -15.083 -14.845 -14.548 -13.759 -13.163 -12.007 -7.382
2.45 -11.73 -3.457 -12.231 -9.326 -13.297 -14.487 -1.877 -3.037 -2.034 -4.203 -6.089 -7.286 -8.475 -9.803 -10.907 -11.27 -13.337 -13.713 -14.98 -15.053 -15.153 -15.192 -15.12 -12.484 -15.207 -15.053 -15.185 -15.507 -15.349 -15.113 -14.896 -14.634 -13.799 -13.168 -12.015 -8.562
2.55 -11.676 -3.307 -12.178 -9.181 -13.247 -14.443 -1.787 -2.986 -1.885 -4.696 -5.336 -6.891 -8.335 -9.682 -10.811 -11.171 -13.29 -13.663 -14.969 -15.048 -15.154 -15.205 -15.15 -12.414 -15.205 -15.063 -15.203 -15.524 -15.355 -15.141 -14.925 -14.664 -13.859 -13.221 -11.955 -8.097
2.65 -11.623 -3.478 -12.125 -9.09 -13.196 -14.41 -1.764 -2.963 -3.14 -4.097 -5.544 -6.732 -8.321 -9.587 -10.699 -11.047 -13.224 -13.615 -14.938 -15.017 -15.131 -15.192 -15.159 -12.338 -15.213 -15.037 -15.199 -15.531 -15.357 -15.167 -14.947 -14.682 -13.935 -13.298 -12.207 -6.994
2.75 -11.589 -3.465 -12.091 -9.038 -13.163 -14.369 -1.775 -2.904 -1.806 -5.028 -6.224 -6.518 -8.276 -9.521 -10.671 -11.007 -13.2 -13.582 -14.932 -15.014 -15.129 -15.198 -15.164 -12.308 -15.203 -15.046 -15.204 -15.542 -15.368 -15.183 -14.967 -14.707 -13.938 -13.331 -12.15 -7.294
2.85 -11.526 -2.558 -12.027 -9.098 -13.095 -14.295 -1.69 -2.837 -1.742 0.209 -5.979 -6.871 -8.179 -9.584 -10.706 -11.077 -13.117 -13.497 -14.899 -14.979 -15.104 -15.188 -15.18 -12.235 -15.188 -15.025 -15.207 -15.54 -15.354 -15.188 -14.973 -14.717 -13.989 -13.345 -12.214 -7.748
2.95 -11.471 -2.393 -11.973 -9.003 -13.041 -14.273 -1.67 -2.791 -1.697 0.238 -5.826 -6.675 -8.086 -9.489 -10.562 -10.919 -13.05 -13.452 -14.892 -14.975 -15.106 -15.184 -15.183 -12.158 -15.178 -15.032 -15.201 -15.546 -15.346 -15.203 -14.987 -14.73 -13.961 -13.426 -12.15 -8.336
3.05 -11.425 -2.552 -11.927 -8.889 -12.998 -14.224 -1.633 -2.748 -1.653 -1.781 -6.053 -6.616 -7.931 -9.37 -10.448 -10.806 -13.026 -13.416 -14.875 -14.96 -15.095 -15.188 -15.198 -12.097 -15.166 -15.035 -15.212 -15.547 -15.343 -15.228 -15.003 -14.73 -13.976 -13.352 -12.221 -8.351
3.15 -11.365 -2.442 -11.866 -8.861 -12.936 -14.183 -1.558 -2.698 -1.602 0.425 -5.895 -6.843 -8.129 -9.327 -10.416 -10.765 -12.934 -13.349 -14.828 -14.923 -15.065 -15.165 -15.196 -12.024 -15.156 -14.997 -15.199 -15.543 -15.334 -15.255 -15.025 -14.745 -13.969 -13.291 -12.237 -8.273
3.25 -11.322 -2.299 -11.823 -8.842 -12.894 -14.12 -1.513 -2.642 -1.555 0.437 -5.635 -6.215 -7.854 -9.341 -10.457 -10.822 -12.895 -13.291 -14.819 -14.906 -15.051 -15.163 -15.196 -11.998 -15.139 -14.999 -15.192 -15.538 -15.309 -15.26 -15.032 -14.756 -13.946 -13.341 -12.255 -6.229
3.35 -11.266 -2.215 -11.768 -8.591 -12.846 -14.077 -1.43 -2.596 -1.497 0.454 -5.349 -6.666 -7.537 -9.086 -10.264 -10.644 -12.863 -13.261 -14.783 -14.891 -15.052 -15.162 -15.193 -11.955 -15.096 -14.986 -15.193 -15.527 -15.311 -15.239 -15.0 -14.702 -13.942 -13.246 -12.156 -6.044
3.45 -11.211 -2.633 -11.712 -8.648 -12.785 -14.034 -1.467 -2.548 -1.455 -3.547 -6.166 -6.72 -7.624 -9.123 -10.27 -10.657 -12.767 -13.185 -14.762 -14.87 -15.036 -15.131 -15.165 -11.826 -15.089 -14.977 -15.149 -15.516 -15.292 -15.259 -15.01 -14.699 -13.89 -13.294 -12.253 -8.003
3.55 -11.158 -2.533 -11.66 -8.711 -12.728 -13.984 -1.357 -2.497 -1.401 -2.357 -5.641 -6.652 -7.759 -9.197 -10.238 -10.611 -12.702 -13.133 -14.723 -14.84 -15.015 -15.134 -15.185 -11.764 -15.067 -14.951 -15.163 -15.511 -15.287 -15.263 -15.014 -14.704 -13.87 -13.266 -12.184 -7.974
3.65 -11.117 -2.196 -11.618 -8.5 -12.693 -13.931 -1.372 -2.455 -1.353 0.053 -5.829 -6.779 -7.654 -8.978 -10.139 -10.496 -12.694 -13.106 -14.684 -14.815 -15.001 -15.117 -15.176 -11.767 -15.031 -14.932 -15.152 -15.492 -15.259 -15.259 -15.002 -14.678 -13.813 -13.155 -12.262 -7.348
3.75 -11.064 -2.071 -11.566 -8.507 -12.64 -13.887 -1.257 -2.399 -1.304 0.815 -5.378 -5.659 -7.386 -9.01 -10.143 -10.526 -12.616 -13.041 -14.649 -14.79 -14.979 -15.101 -15.156 -11.696 -14.999 -14.905 -15.129 -15.475 -15.256 -15.252 -14.982 -14.634 -13.778 -13.117 -12.281 -7.893
3.85 -11.008 -2.057 -11.51 -8.48 -12.581 -13.83 -1.187 -2.348 -1.242 0.801 -4.774 -5.76 -7.535 -8.978 -10.001 -10.363 -12.587 -12.997 -14.618 -14.762 -14.961 -15.081 -15.148 -11.634 -14.975 -14.879 -15.121 -15.458 -15.235 -15.258 -14.983 -14.627 -13.696 -13.155 -12.187 -7.159
3.95 -10.942 -2.062 -11.444 -8.44 -12.516 -13.781 -1.146 -2.282 -1.189 0.917 -5.173 -6.282 -7.693 -8.934 -10.016 -10.366 -12.466 -12.912 -14.586 -14.73 -14.933 -15.046 -15.122 -11.574 -14.934 -14.859 -15.087 -15.433 -15.218 -15.223 -14.956 -14.615 -13.646 -13.1 -12.122 -8.627
4.05 -10.918 -1.957 -11.419 -8.413 -12.492 -13.742 -1.152 -2.258 -1.157 1.001 -5.297 -6.532 -7.618 -8.901 -9.993 -10.365 -12.458 -12.894 -14.531 -14.7 -14.913 -15.037 -15.103 -11.538 -14.899 -14.818 -15.074 -15.413 -15.194 -15.224 -14.932 -14.549 -13.548 -13.033 -12.063 -9.041
4.15 -10.826 -1.844 -11.328 -8.336 -12.401 -13.688 -1.057 -2.18 -1.077 1.06 -5.003 -6.431 -7.681 -8.818 -9.867 -10.222 -12.329 -12.806 -14.499 -14.668 -14.89 -15.004 -15.073 -11.423 -14.867 -14.797 -15.032 -15.395 -15.176 -15.213 -14.927 -14.553 -13.503 -12.947 -12.146 -8.054
4.25 -10.801 -1.772 -11.303 -8.341 -12.374 -13.625 -1.022 -2.14 -1.046 1.068 -5.227 -6.612 -7.505 -8.827 -9.875 -10.241 -12.348 -12.782 -14.454 -14.637 -14.869 -14.983 -15.062 -11.433 -14.824 -14.763 -15.022 -15.367 -15.166 -15.194 -14.89 -14.484 -13.423 -12.924 -12.049 -8.972
4.35 -10.731 -1.785 -11.233 -8.201 -12.307 -13.59 -0.927 -2.082 -0.983 1.142 -4.622 -4.68 -7.087 -8.717 -9.816 -10.193 -12.214 -12.703 -14.417 -14.603 -14.837 -14.945 -15.02 -11.345 -14.781 -14.728 -14.986 -15.34 -15.15 -15.18 -14.861 -14.426 -13.364 -12.804 -12.036 -9.536
4.45 -10.686 -1.876 -11.187 -8.161 -12.262 -13.546 -0.926 -2.043 -0.937 1.24 -5.462 -6.054 -7.254 -8.653 -9.76 -10.142 -12.174 -12.658 -14.366 -14.571 -14.812 -14.921 -14.983 -11.275 -14.759 -14.69 -14.948 -15.316 -15.122 -15.186 -14.861 -14.415 -13.275 -12.818 -12.006 -8.221
4.55 -10.656 -1.869 -11.157 -8.305 -12.225 -13.502 -0.914 -2.003 -0.901 1.008 -5.345 -6.513 -7.666 -8.784 -9.841 -10.186 -12.13 -12.622 -14.307 -14.528 -14.775 -14.889 -14.961 -11.283 -14.717 -14.653 -14.922 -15.284 -15.092 -15.147 -14.818 -14.362 -13.172 -12.842 -12.059 -8.68
4.65 -10.573 -1.675 -11.074 -8.126 -12.146 -13.423 -0.824 -1.92 -0.818 0.533 -5.171 -6.363 -7.341 -8.616 -9.728 -10.112 -12.044 -12.536 -14.271 -14.496 -14.752 -14.86 -14.932 -11.229 -14.651 -14.619 -14.897 -15.253 -15.087 -15.118 -14.776 -14.295 -13.077 -12.684 -11.949 -9.272
4.75 -10.533 -1.714 -11.034 -8.196 -12.1 -13.365 -0.816 -1.873 -0.774 1.413 -5.543 -6.254 -7.531 -8.663 -9.702 -10.067 -12.016 -12.497 -14.205 -14.451 -14.711 -14.824 -14.89 -11.178 -14.618 -14.563 -14.857 -15.222 -15.05 -15.107 -14.755 -14.25 -13.036 -12.621 -11.981 -9.489
4.85 -10.49 -1.281 -10.991 -8.242 -12.055 -13.318 -0.687 -1.82 -0.722 1.369 -3.795 -5.871 -7.379 -8.751 -9.813 -10.185 -11.931 -12.431 -14.156 -14.403 -14.668 -14.773 -14.847 -11.146 -14.587 -14.504 -14.818 -15.196 -15.051 -15.087 -14.732 -14.219 -12.967 -12.614 -11.882 -9.316
4.95 -10.443 -1.245 -10.945 -8.115 -12.009 -13.298 -0.645 -1.788 -0.673 1.287 -3.437 -5.864 -7.285 -8.616 -9.643 -10.012 -11.901 -12.408 -14.119 -14.366 -14.633 -14.742 -14.832 -11.076 -14.533 -14.471 -14.794 -15.161 -15.015 -15.036 -14.678 -14.161 -12.861 -12.582 -11.878 -8.942
5.05 -10.406 -1.521 -10.907 -8.047 -11.976 -13.24 -0.577 -1.737 -0.63 1.386 -4.355 -5.747 -6.965 -8.565 -9.682 -10.069 -11.866 -12.359 -14.06 -14.32 -14.584 -14.697 -14.768 -11.119 -14.502 -14.422 -14.74 -15.129 -15.004 -15.024 -14.65 -14.095 -12.814 -12.509 -12.007 -8.927
