# time f200lp f300x f350lp f475x f600lp f850lp f218w f225w f275w f336w f390w f438w f475w f555w f606w f625w f775w f814w f105w f110w f125w f140w f160w f070w f090w f115w f150w f150w2 f200w f277w f322w2 f356w f444w f0560w f0770w f1000w
-0.55 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-0.45 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-0.35 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-0.25 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-0.15 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-0.05 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
0.05 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
0.15 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
0.25 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
0.35 -4.766 -2.537 -5.159 -5.586 -3.224 9.556 2.012 3.765 4.426 -4.087 -6.073 -5.98 -5.131 -5.042 -4.516 -5.005 8.485 10.426 nan nan nan nan nan -2.763 10.349 9.482 10.986 -2.569 11.791 6.483 0.734 3.959 6.493 nan nan nan
0.45 -8.862 -5.444 -9.329 -8.829 -9.957 -10.596 -2.868 -3.63 -4.576 -6.474 -8.146 -8.461 -8.772 -9.026 -9.299 -9.429 -9.931 -10.098 -10.767 -10.829 -10.811 -10.778 -10.428 -9.77 -10.636 -10.799 -10.575 -10.548 -10.209 -9.255 -8.743 -7.62 -7.997 -6.827 nan nan
0.55 -9.594 -4.178 -10.089 -8.507 -11.052 -11.994 -0.19 -2.053 -4.108 -4.768 -6.322 -6.954 -7.959 -8.92 -9.682 -9.99 -11.052 -11.302 -12.527 -12.581 -12.639 -12.73 -12.723 -10.539 -12.594 -12.568 -12.808 -12.882 -12.573 -12.408 -12.071 -11.593 -10.768 -10.693 -10.093 nan
0.65 -10.205 -2.471 -10.703 -8.832 -11.705 -12.824 -0.758 -1.425 -0.373 -3.806 -6.565 -7.459 -8.364 -9.256 -10.071 -10.394 -11.59 -11.982 -13.357 -13.338 -13.358 -13.426 -13.46 -10.985 -13.441 -13.396 -13.498 -13.651 -13.257 -13.136 -12.91 -12.635 -11.999 -11.507 -11.012 nan
0.75 -10.595 -4.41 -11.092 -9.137 -12.099 -13.205 -1.189 -2.768 -4.211 -5.205 -7.003 -7.971 -8.423 -9.554 -10.391 -10.773 -12.011 -12.396 -13.737 -13.74 -13.776 -13.833 -13.844 -11.365 -13.727 -13.808 -13.876 -13.964 -13.543 -13.396 -13.145 -12.81 -12.138 -11.644 -11.153 -0.098
0.85 -10.941 -4.024 -11.44 -9.435 -12.453 -13.555 -1.411 -2.243 -3.06 -5.296 -7.294 -8.017 -8.856 -9.856 -10.715 -11.064 -12.383 -12.772 -14.062 -14.045 -14.07 -14.09 -14.101 -11.721 -13.952 -14.121 -14.137 -14.177 -13.744 -13.491 -13.232 -12.893 -12.118 -11.527 -11.156 2.276
0.95 -11.145 -4.179 -11.643 -9.616 -12.658 -13.767 -1.52 -2.389 -1.323 -5.792 -7.25 -7.904 -8.858 -10.068 -10.955 -11.327 -12.555 -12.961 -14.267 -14.246 -14.272 -14.281 -14.29 -11.899 -14.109 -14.316 -14.339 -14.339 -13.942 -13.592 -13.318 -12.955 -12.006 -11.618 -11.201 -6.924
1.05 -11.263 -3.874 -11.762 -9.642 -12.786 -13.912 -1.671 -2.521 -1.473 -5.147 -7.205 -8.252 -9.037 -10.079 -10.992 -11.36 -12.695 -13.108 -14.409 -14.382 -14.406 -14.388 -14.39 -11.993 -14.224 -14.472 -14.426 -14.452 -14.061 -13.683 -13.396 -13.008 -11.984 -11.788 -11.305 -2.226
1.15 -11.322 -3.818 -11.821 -9.701 -12.845 -14.003 -1.681 -2.596 -2.095 -4.795 -7.119 -7.904 -8.997 -10.161 -11.057 -11.419 -12.709 -13.169 -14.503 -14.473 -14.493 -14.506 -14.533 -12.025 -14.299 -14.572 -14.553 -14.554 -14.151 -13.762 -13.464 -13.06 -12.137 -11.681 -11.273 -3.26
1.25 -11.36 -4.197 -11.859 -9.658 -12.89 -14.042 -1.659 -2.629 -1.546 -5.932 -6.91 -7.758 -8.854 -10.137 -11.122 -11.507 -12.742 -13.192 -14.573 -14.552 -14.58 -14.602 -14.621 -12.084 -14.354 -14.664 -14.63 -14.643 -14.263 -13.887 -13.594 -13.195 -12.12 -11.528 -11.479 1.743
1.35 -11.396 -4.096 -11.896 -9.608 -12.932 -14.071 -1.789 -2.678 -2.552 -5.595 -7.267 -8.012 -8.844 -10.065 -11.061 -11.443 -12.846 -13.256 -14.636 -14.61 -14.642 -14.661 -14.683 -12.112 -14.404 -14.746 -14.678 -14.717 -14.355 -14.007 -13.685 -13.236 -11.945 -11.62 -11.447 -4.988
1.45 -11.405 -3.346 -11.905 -9.626 -12.942 -14.089 -1.695 -2.673 -1.595 -4.507 -6.639 -7.724 -8.853 -10.106 -11.09 -11.466 -12.839 -13.263 -14.664 -14.634 -14.66 -14.703 -14.74 -12.166 -14.453 -14.783 -14.723 -14.783 -14.413 -14.092 -13.796 -13.394 -12.28 -11.848 -11.612 -6.564
1.55 -11.419 -3.464 -11.919 -9.476 -12.966 -14.147 -1.674 -2.713 -1.68 -4.553 -6.656 -7.44 -8.582 -9.965 -11.038 -11.433 -12.827 -13.298 -14.695 -14.678 -14.718 -14.761 -14.799 -12.131 -14.494 -14.832 -14.777 -14.831 -14.475 -14.138 -13.838 -13.426 -12.282 -11.971 -11.664 -6.32
1.65 -11.406 -3.002 -11.907 -9.398 -12.957 -14.139 -1.651 -2.702 -1.61 -4.304 -6.161 -7.202 -8.502 -9.897 -10.958 -11.346 -12.85 -13.308 -14.713 -14.696 -14.733 -14.804 -14.86 -12.113 -14.532 -14.857 -14.817 -14.889 -14.534 -14.251 -13.953 -13.548 -12.325 -12.116 -11.675 -7.074
1.75 -11.382 -3.468 -11.882 -9.485 -12.926 -14.111 -3.067 -3.503 -1.764 -4.033 -6.409 -7.035 -8.453 -9.98 -10.984 -11.376 -12.814 -13.269 -14.698 -14.688 -14.73 -14.821 -14.883 -12.055 -14.538 -14.866 -14.829 -14.913 -14.554 -14.291 -13.985 -13.563 -12.432 -12.175 -11.759 -5.549
1.85 -11.398 -3.454 -11.899 -9.335 -12.952 -14.15 -1.625 -2.708 -1.669 -4.884 -6.247 -6.926 -8.344 -9.834 -10.937 -11.333 -12.832 -13.305 -14.739 -14.743 -14.797 -14.867 -14.906 -12.063 -14.567 -14.909 -14.861 -14.954 -14.601 -14.331 -14.031 -13.622 -12.49 -12.165 -11.744 -7.273
1.95 -11.342 -3.089 -11.843 -9.268 -12.897 -14.084 -1.613 -2.64 -1.545 -3.655 -6.642 -7.094 -8.197 -9.762 -10.908 -11.311 -12.781 -13.245 -14.698 -14.699 -14.752 -14.854 -14.927 -12.041 -14.547 -14.873 -14.867 -14.956 -14.596 -14.371 -14.086 -13.7 -12.598 -12.052 -11.698 -6.067
2.05 -11.359 -2.975 -11.86 -9.183 -12.918 -14.141 -1.595 -2.68 -1.58 -3.83 -6.181 -6.925 -8.191 -9.689 -10.833 -11.234 -12.781 -13.28 -14.722 -14.725 -14.779 -14.885 -14.946 -12.004 -14.594 -14.896 -14.886 -14.989 -14.625 -14.42 -14.122 -13.715 -12.537 -12.276 -11.798 -6.817
2.15 -11.304 -2.931 -11.805 -9.172 -12.861 -14.08 -1.552 -2.623 -1.523 -3.466 -6.122 -6.806 -8.125 -9.667 -10.796 -11.19 -12.733 -13.23 -14.676 -14.689 -14.752 -14.868 -14.932 -11.945 -14.567 -14.867 -14.862 -14.99 -14.658 -14.444 -14.139 -13.719 -12.57 -12.217 -11.753 -8.309
2.25 -11.289 -2.879 -11.79 -9.045 -12.853 -14.078 -1.505 -2.621 -1.514 -3.975 -5.292 -6.208 -8.04 -9.563 -10.721 -11.128 -12.725 -13.227 -14.675 -14.692 -14.763 -14.881 -14.958 -11.911 -14.588 -14.862 -14.89 -15.009 -14.682 -14.492 -14.203 -13.816 -12.588 -12.126 -11.773 -6.714
2.35 -11.238 -3.044 -11.739 -8.974 -12.803 -14.071 -1.456 -2.585 -1.473 -4.302 -5.475 -6.15 -7.862 -9.49 -10.664 -11.074 -12.61 -13.168 -14.659 -14.677 -14.74 -14.879 -14.956 -11.816 -14.581 -14.849 -14.882 -15.01 -14.667 -14.5 -14.205 -13.806 -12.628 -12.166 -11.894 -5.906
2.45 -11.211 -2.789 -11.713 -8.831 -12.781 -14.027 -1.396 -2.559 -1.45 -3.46 -4.823 -6.14 -7.743 -9.363 -10.575 -10.975 -12.644 -13.167 -14.605 -14.625 -14.701 -14.841 -14.936 -11.799 -14.573 -14.787 -14.857 -14.987 -14.654 -14.481 -14.201 -13.829 -12.699 -12.313 -11.711 -6.912
2.55 -11.183 -2.455 -11.685 -8.82 -12.753 -14.029 -1.431 -2.533 -1.42 -1.531 -5.744 -6.342 -7.814 -9.332 -10.59 -10.992 -12.558 -13.123 -14.619 -14.645 -14.73 -14.854 -14.938 -11.746 -14.578 -14.809 -14.867 -15.007 -14.678 -14.519 -14.223 -13.824 -12.706 -12.286 -11.743 -7.064
2.65 -11.115 -2.217 -11.617 -8.651 -12.689 -13.952 -1.336 -2.469 -1.36 -2.036 -4.989 -6.126 -7.533 -9.183 -10.432 -10.837 -12.543 -13.077 -14.555 -14.577 -14.658 -14.813 -14.913 -11.681 -14.547 -14.747 -14.828 -14.981 -14.654 -14.52 -14.231 -13.845 -12.701 -12.332 -11.793 -7.943
2.75 -11.092 -1.932 -11.594 -8.467 -12.67 -13.965 -1.293 -2.464 -1.347 0.965 -4.201 -5.4 -7.065 -9.01 -10.358 -10.778 -12.485 -13.065 -14.543 -14.585 -14.678 -14.815 -14.899 -11.627 -14.561 -14.731 -14.83 -14.991 -14.67 -14.503 -14.242 -13.91 -12.823 -12.32 -11.764 -6.371
2.85 -11.019 -1.852 -11.52 -8.542 -12.592 -13.914 -1.243 -2.39 -1.271 0.992 -3.905 -6.108 -7.394 -9.073 -10.307 -10.716 -12.372 -12.971 -14.546 -14.584 -14.68 -14.815 -14.912 -11.516 -14.554 -14.743 -14.842 -15.006 -14.663 -14.554 -14.29 -13.95 -12.858 -12.329 -11.848 -7.78
2.95 -10.998 -1.784 -11.5 -8.298 -12.579 -13.89 -1.207 -2.377 -1.257 1.121 -3.692 -5.103 -6.323 -8.855 -10.229 -10.663 -12.379 -12.978 -14.485 -14.524 -14.624 -14.776 -14.885 -11.519 -14.538 -14.682 -14.805 -14.971 -14.646 -14.526 -14.262 -13.924 -12.893 -12.3 -11.881 -8.427
3.05 -10.951 -1.929 -11.453 -8.322 -12.53 -13.845 -1.205 -2.33 -1.212 1.107 -4.97 -6.044 -7.143 -8.844 -10.207 -10.627 -12.312 -12.916 -14.461 -14.509 -14.622 -14.754 -14.858 -11.457 -14.54 -14.662 -14.785 -14.976 -14.64 -14.533 -14.283 -13.968 -12.971 -12.474 -11.908 -8.05
3.15 -10.907 -1.963 -11.408 -8.186 -12.488 -13.82 -1.146 -2.287 -1.166 1.071 -4.865 -5.491 -6.583 -8.733 -10.128 -10.558 -12.261 -12.869 -14.469 -14.526 -14.636 -14.789 -14.891 -11.396 -14.534 -14.685 -14.814 -14.997 -14.66 -14.557 -14.299 -13.97 -13.03 -12.519 -11.981 -6.125
3.25 -10.834 -1.719 -11.336 -8.09 -12.417 -13.76 -1.055 -2.223 -1.105 1.222 -3.896 -4.744 -6.807 -8.644 -10.028 -10.438 -12.178 -12.805 -14.399 -14.459 -14.581 -14.73 -14.842 -11.315 -14.528 -14.611 -14.768 -14.97 -14.624 -14.548 -14.317 -14.038 -13.043 -12.54 -11.975 -7.569
3.35 -10.811 -1.656 -11.313 -8.021 -12.395 -13.728 -1.052 -2.206 -1.086 1.381 -4.287 -5.141 -6.728 -8.563 -9.93 -10.35 -12.199 -12.797 -14.388 -14.447 -14.582 -14.703 -14.807 -11.242 -14.522 -14.589 -14.743 -14.961 -14.614 -14.538 -14.312 -14.037 -13.157 -12.521 -11.928 -8.31
3.45 -10.756 -1.627 -11.258 -7.95 -12.34 -13.711 -1.017 -2.156 -1.036 1.316 -4.325 -5.504 -6.456 -8.481 -9.835 -10.253 -12.091 -12.736 -14.378 -14.451 -14.58 -14.736 -14.843 -11.174 -14.521 -14.598 -14.77 -14.977 -14.632 -14.541 -14.324 -14.065 -13.155 -12.625 -12.013 -7.505
3.55 -10.694 -1.678 -11.196 -7.691 -12.284 -13.665 -0.901 -2.1 -0.975 1.368 -3.239 -3.857 -5.962 -8.274 -9.787 -10.214 -12.009 -12.671 -14.344 -14.411 -14.538 -14.697 -14.811 -11.147 -14.52 -14.562 -14.736 -14.971 -14.619 -14.566 -14.35 -14.091 -13.182 -12.634 -12.097 -7.99
3.65 -10.656 -1.473 -11.158 -7.764 -12.241 -13.621 -0.886 -2.066 -0.94 1.452 -3.58 -3.946 -6.129 -8.316 -9.696 -10.111 -11.998 -12.644 -14.317 -14.397 -14.544 -14.686 -14.794 -11.077 -14.524 -14.544 -14.721 -14.963 -14.592 -14.577 -14.367 -14.12 -13.252 -12.676 -12.123 -6.709
3.75 -10.656 -1.613 -11.159 -7.655 -12.245 -13.624 -0.879 -2.068 -0.944 1.279 -3.253 -4.89 -6.276 -8.212 -9.698 -10.108 -12.003 -12.649 -14.297 -14.395 -14.547 -14.702 -14.812 -11.055 -14.53 -14.535 -14.74 -14.979 -14.612 -14.568 -14.379 -14.161 -13.298 -12.705 -12.145 -6.155
3.85 -10.579 -1.359 -11.081 -7.37 -12.173 -13.593 -0.8 -2.008 -0.882 1.434 0.493 -3.94 -5.757 -7.943 -9.53 -9.949 -11.872 -12.568 -14.303 -14.392 -14.541 -14.694 -14.807 -10.931 -14.526 -14.545 -14.732 -14.984 -14.619 -14.57 -14.375 -14.145 -13.378 -12.76 -12.194 -8.292
3.95 -10.52 -1.291 -11.022 -7.573 -12.108 -13.499 -0.733 -1.923 -0.801 1.556 3.537 -4.304 -6.367 -8.143 -9.612 -10.026 -11.813 -12.496 -14.241 -14.345 -14.511 -14.663 -14.785 -10.96 -14.521 -14.494 -14.711 -14.973 -14.585 -14.623 -14.426 -14.198 -13.383 -12.76 -12.144 -7.805
4.05 -10.51 -1.342 -11.012 -7.297 -12.104 -13.517 -0.755 -1.935 -0.813 1.641 -4.002 -4.905 -5.573 -7.869 -9.474 -9.907 -11.801 -12.503 -14.226 -14.326 -14.493 -14.636 -14.755 -10.901 -14.525 -14.456 -14.688 -14.961 -14.58 -14.6 -14.41 -14.188 -13.421 -12.799 -12.191 -8.075
4.15 -10.458 -1.234 -10.96 -7.258 -12.051 -13.465 -0.687 -1.884 -0.761 1.601 3.784 2.211 -5.572 -7.842 -9.39 -9.805 -11.772 -12.45 -14.228 -14.34 -14.518 -14.653 -14.765 -10.771 -14.524 -14.487 -14.701 -14.979 -14.595 -14.611 -14.419 -14.198 -13.431 -12.923 -12.226 -7.765
4.25 -10.449 -1.243 -10.951 -7.281 -12.042 -13.487 -0.687 -1.879 -0.759 1.596 -3.322 -3.8 -5.992 -7.839 -9.357 -9.77 -11.705 -12.438 -14.222 -14.334 -14.506 -14.667 -14.797 -10.825 -14.54 -14.474 -14.719 -14.994 -14.631 -14.625 -14.442 -14.231 -13.462 -12.855 -12.279 -7.31
4.35 -10.368 -1.355 -10.87 -7.127 -11.963 -13.39 -0.596 -1.793 -0.671 1.7 -3.038 2.161 -5.155 -7.716 -9.364 -9.796 -11.626 -12.35 -14.161 -14.29 -14.474 -14.632 -14.754 -10.775 -14.521 -14.425 -14.685 -14.975 -14.595 -14.629 -14.445 -14.232 -13.501 -12.936 -12.213 -8.322
4.45 -10.335 -1.12 -10.837 -6.983 -11.931 -13.349 -0.561 -1.767 -0.639 1.627 1.24 -3.856 -5.354 -7.562 -9.18 -9.591 -11.673 -12.345 -14.13 -14.264 -14.461 -14.612 -14.743 -10.711 -14.53 -14.395 -14.675 -14.974 -14.591 -14.615 -14.45 -14.262 -13.555 -12.999 -12.325 -7.947
4.55 -10.364 -1.161 -10.866 -7.141 -11.957 -13.391 -0.604 -1.794 -0.667 1.72 -3.301 -4.384 -5.269 -7.711 -9.318 -9.746 -11.631 -12.353 -14.148 -14.283 -14.477 -14.616 -14.738 -10.695 -14.556 -14.408 -14.678 -14.987 -14.598 -14.657 -14.48 -14.274 -13.594 -12.948 -12.291 -8.656
4.65 -10.293 -1.086 -10.795 -6.925 -11.89 -13.356 -0.529 -1.745 -0.624 1.854 4.016 1.228 -5.604 -7.507 -9.059 -9.467 -11.543 -12.294 -14.144 -14.28 -14.477 -14.622 -14.744 -10.534 -14.548 -14.409 -14.683 -14.993 -14.611 -14.672 -14.495 -14.29 -13.577 -12.931 -12.27 -8.022
4.75 -10.24 -1.036 -10.742 -6.721 -11.839 -13.318 -0.492 -1.686 -0.566 1.864 0.498 -3.98 -5.365 -7.31 -8.978 -9.388 -11.468 -12.244 -14.113 -14.264 -14.463 -14.611 -14.723 -10.53 -14.551 -14.385 -14.661 -14.993 -14.617 -14.679 -14.504 -14.301 -13.608 -13.032 -12.299 -8.509
4.85 -10.191 -0.976 -10.694 -6.864 -11.787 -13.25 -0.437 -1.629 -0.506 1.867 3.906 2.553 -5.484 -7.433 -9.007 -9.416 -11.437 -12.192 -14.061 -14.229 -14.437 -14.61 -14.728 -10.533 -14.536 -14.351 -14.662 -14.983 -14.593 -14.664 -14.493 -14.3 -13.634 -13.004 -12.39 -8.345
4.95 -10.182 -0.965 -10.684 -6.697 -11.78 -13.241 -0.421 -1.626 -0.501 1.955 4.126 2.606 -4.383 -7.296 -8.982 -9.413 -11.425 -12.189 -14.031 -14.203 -14.42 -14.59 -14.718 -10.514 -14.532 -14.31 -14.653 -14.976 -14.592 -14.686 -14.498 -14.276 -13.612 -13.004 -12.368 -8.548
5.05 -10.167 -0.96 -10.67 -6.678 -11.766 -13.241 -0.419 -1.62 -0.495 1.937 3.617 -2.367 -5.543 -7.258 -8.966 -9.37 -11.383 -12.174 -14.031 -14.208 -14.432 -14.591 -14.723 -10.452 -14.536 -14.325 -14.66 -14.983 -14.577 -14.704 -14.512 -14.287 -13.629 -13.024 -12.321 -8.07
5.15 -10.125 -1.325 -10.627 -6.657 -11.723 -13.224 -0.419 -1.586 -0.466 -2.655 -3.555 -3.528 -5.034 -7.219 -8.82 -9.222 -11.324 -12.129 -14.034 -14.21 -14.43 -14.591 -14.72 -10.382 -14.532 -14.317 -14.667 -14.983 -14.59 -14.719 -14.525 -14.296 -13.614 -12.997 -12.269 -9.157
5.25 -10.048 -0.858 -10.55 -6.46 -11.647 -13.14 -0.309 -1.506 -0.379 1.945 -3.094 -3.627 -4.67 -7.023 -8.676 -9.081 -11.289 -12.067 -13.975 -14.162 -14.393 -14.562 -14.71 -10.315 -14.525 -14.269 -14.649 -14.979 -14.608 -14.719 -14.528 -14.301 -13.672 -13.032 -12.244 -8.621
5.35 -10.006 -0.788 -10.508 -6.602 -11.603 -13.073 -0.234 -1.446 -0.32 2.066 4.237 2.794 -4.651 -7.196 -8.857 -9.27 -11.239 -11.997 -13.95 -14.152 -14.393 -14.551 -14.693 -10.337 -14.51 -14.259 -14.633 -14.973 -14.583 -14.712 -14.524 -14.303 -13.658 -13.039 -12.265 -9.121
5.45 -9.962 -0.75 -10.464 -6.549 -11.56 -13.054 -0.199 -1.409 -0.288 2.168 4.404 2.305 -5.104 -7.146 -8.773 -9.181 -11.144 -11.951 -13.925 -14.131 -14.377 -14.536 -14.683 -10.267 -14.5 -14.23 -14.622 -14.961 -14.565 -14.719 -14.528 -14.305 -13.58 -13.055 -12.229 -8.699
5.55 -9.967 -0.755 -10.469 -6.536 -11.565 -13.027 -0.207 -1.406 -0.285 2.063 4.212 2.814 -5.374 -7.11 -8.729 -9.109 -11.234 -11.959 -13.939 -14.141 -14.389 -14.539 -14.685 -10.296 -14.487 -14.251 -14.626 -14.962 -14.569 -14.725 -14.517 -14.269 -13.591 -12.967 -12.277 -7.815
5.65 -9.956 -0.766 -10.459 -6.392 -11.557 -13.057 -0.214 -1.42 -0.293 2.119 2.986 -4.39 -5.062 -6.977 -8.648 -9.047 -11.158 -11.971 -13.9 -14.126 -14.379 -14.54 -14.666 -10.213 -14.487 -14.222 -14.623 -14.954 -14.56 -14.736 -14.522 -14.266 -13.569 -13.0 -12.275 -8.021
5.75 -9.904 -0.702 -10.406 -6.684 -11.498 -12.997 -0.151 -1.356 -0.234 2.22 4.39 2.781 -5.389 -7.245 -8.68 -9.071 -11.089 -11.909 -13.867 -14.089 -14.342 -14.517 -14.676 -10.202 -14.475 -14.189 -14.618 -14.95 -14.576 -14.741 -14.524 -14.264 -13.563 -12.992 -12.14 -9.307
5.85 -9.807 -0.617 -10.31 -6.152 -11.409 -12.954 -0.081 -1.288 -0.149 2.465 4.617 2.946 -4.918 -6.74 -8.317 -8.714 -10.928 -11.83 -13.833 -14.077 -14.341 -14.504 -14.637 -9.959 -14.443 -14.172 -14.586 -14.932 -14.549 -14.732 -14.512 -14.243 -13.501 -12.968 -12.205 -8.019
5.95 -9.776 -0.578 -10.278 -6.493 -11.373 -12.874 -0.018 -1.22 -0.097 2.36 -0.789 -3.622 -5.092 -7.063 -8.613 -9.026 -10.939 -11.758 -13.821 -14.07 -14.343 -14.498 -14.634 -10.107 -14.411 -14.155 -14.59 -14.914 -14.526 -14.711 -14.485 -14.209 -13.453 -12.841 -12.22 -8.463
6.05 -9.759 -0.551 -10.261 -6.225 -11.358 -12.851 0.011 -1.218 -0.089 2.283 4.64 3.004 -4.394 -6.821 -8.482 -8.907 -10.97 -11.767 -13.787 -14.056 -14.341 -14.489 -14.623 -10.029 -14.402 -14.139 -14.58 -14.911 -14.53 -14.733 -14.5 -14.211 -13.451 -12.845 -12.037 -8.475
6.15 -9.765 -0.558 -10.267 -6.272 -11.362 -12.868 -0.005 -1.221 -0.098 2.272 4.506 3.03 -4.903 -6.841 -8.452 -8.845 -10.965 -11.762 -13.788 -14.038 -14.309 -14.455 -14.597 -10.036 -14.389 -14.124 -14.553 -14.891 -14.507 -14.727 -14.484 -14.179 -13.373 -12.848 -12.061 -8.861
6.25 -9.722 -0.523 -10.224 -5.947 -11.322 -12.846 0.045 -1.192 -0.06 2.344 4.726 3.098 -4.128 -6.528 -8.188 -8.563 -10.949 -11.749 -13.757 -14.029 -14.308 -14.463 -14.595 -9.957 -14.376 -14.112 -14.553 -14.883 -14.514 -14.719 -14.475 -14.172 -13.364 -12.785 -12.063 -8.168
6.35 -9.665 -0.567 -10.167 -6.301 -11.262 -12.779 0.051 -1.12 0.005 2.25 -3.034 -4.253 -5.349 -6.836 -8.296 -8.657 -10.851 -11.678 -13.719 -13.994 -14.278 -14.425 -14.571 -9.957 -14.358 -14.09 -14.526 -14.872 -14.509 -14.736 -14.484 -14.169 -13.25 -12.823 -12.0 -9.001
6.45 -9.612 -0.416 -10.114 -6.122 -11.212 -12.725 0.15 -1.071 0.059 2.501 4.747 -3.224 -5.133 -6.698 -8.276 -8.66 -10.809 -11.609 -13.675 -13.965 -14.255 -14.404 -14.55 -9.88 -14.342 -14.044 -14.503 -14.851 -14.476 -14.713 -14.474 -14.18 -13.26 -12.722 -12.028 -7.809
6.55 -9.597 -0.386 -10.099 -5.993 -11.196 -12.693 0.173 -1.044 0.087 2.314 4.621 3.129 -4.474 -6.593 -8.369 -8.771 -10.808 -11.595 -13.665 -13.955 -14.252 -14.396 -14.528 -9.933 -14.301 -14.034 -14.488 -14.83 -14.457 -14.694 -14.431 -14.093 -13.229 -12.752 -11.884 -9.262
6.65 -9.558 -0.345 -10.06 -6.012 -11.157 -12.641 0.225 -1.0 0.134 2.286 4.891 0.68 -3.94 -6.604 -8.254 -8.634 -10.82 -11.563 -13.635 -13.937 -14.239 -14.38 -14.504 -9.91 -14.286 -14.016 -14.469 -14.818 -14.45 -14.699 -14.439 -14.108 -13.18 -12.71 -11.887 -9.285
6.75 -9.524 -0.313 -10.026 -5.923 -11.124 -12.616 0.252 -0.972 0.157 2.39 4.755 3.228 -4.396 -6.51 -8.242 -8.643 -10.749 -11.527 -13.593 -13.92 -14.226 -14.368 -14.494 -9.897 -14.245 -13.985 -14.462 -14.799 -14.44 -14.678 -14.402 -14.044 -13.163 -12.597 -11.786 -9.094
