# time f200lp f300x f350lp f475x f600lp f850lp f218w f225w f275w f336w f390w f438w f475w f555w f606w f625w f775w f814w f105w f110w f125w f140w f160w f070w f090w f115w f150w f150w2 f200w f277w f322w2 f356w f444w f0560w f0770w f1000w
-0.55 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-0.45 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-0.35 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-0.25 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-0.15 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-0.05 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
0.05 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
0.15 -5.037 -5.435 -5.03 -5.741 8.982 9.572 0.11 -3.694 -5.889 6.776 -5.642 -6.034 -5.971 -5.538 -4.122 9.281 8.483 10.018 nan nan nan nan nan 7.251 3.093 10.078 10.838 -2.88 11.456 6.257 0.508 3.733 6.268 nan nan nan
0.25 -10.665 -8.378 -11.102 -10.597 -11.715 -12.07 -7.285 -7.439 -7.97 -9.466 -9.902 -10.091 -10.432 -10.819 -11.167 -11.359 -11.772 -11.847 -12.198 -12.161 -12.133 -12.034 -11.926 -11.541 -12.343 -12.154 -11.994 -12.052 -11.398 -11.082 -10.877 -10.608 -10.472 -9.78 -8.362 nan
0.35 -11.372 -7.982 -11.847 -10.983 -12.635 -13.219 -5.203 -6.212 -7.691 -8.925 -10.014 -10.437 -10.696 -11.251 -11.749 -12.035 -12.689 -12.845 -13.318 -13.309 -13.286 -13.223 -13.115 -12.337 -13.496 -13.285 -13.209 -13.285 -12.754 -12.42 -12.293 -12.131 -11.592 -10.79 -10.384 nan
0.45 -11.597 -7.723 -12.078 -11.129 -12.9 -13.587 -5.532 -6.322 -7.2 -8.808 -10.05 -10.364 -10.819 -11.419 -11.963 -12.232 -12.893 -13.117 -13.675 -13.66 -13.632 -13.594 -13.484 -12.561 -13.813 -13.623 -13.56 -13.618 -13.096 -12.752 -12.5 -12.164 -11.821 -11.46 -10.375 nan
0.55 -11.721 -7.399 -12.207 -11.07 -13.08 -13.833 -4.955 -5.595 -6.512 -8.689 -9.706 -10.204 -10.735 -11.408 -12.014 -12.309 -13.081 -13.315 -13.983 -13.947 -13.911 -13.815 -13.733 -12.655 -14.054 -13.905 -13.823 -13.869 -13.341 -12.953 -12.726 -12.433 -11.851 -11.454 -10.829 nan
0.65 -11.793 -6.975 -12.283 -11.024 -13.183 -14.045 -3.049 -4.85 -6.201 -8.361 -9.508 -9.925 -10.627 -11.383 -12.026 -12.327 -13.146 -13.448 -14.203 -14.166 -14.134 -14.048 -13.955 -12.699 -14.254 -14.13 -14.022 -14.102 -13.617 -13.225 -12.969 -12.626 -12.187 -11.659 -10.886 nan
0.75 -11.834 -6.512 -12.327 -10.988 -13.245 -14.164 -2.818 -4.126 -5.244 -7.971 -9.351 -9.863 -10.558 -11.354 -11.986 -12.289 -13.211 -13.539 -14.375 -14.354 -14.338 -14.277 -14.192 -12.658 -14.375 -14.348 -14.271 -14.283 -13.779 -13.335 -13.096 -12.777 -12.151 -11.912 -11.181 -7.542
0.85 -11.859 -6.513 -12.353 -10.802 -13.308 -14.288 -3.533 -4.348 -5.224 -7.891 -9.083 -9.714 -10.307 -11.182 -11.901 -12.235 -13.258 -13.609 -14.521 -14.471 -14.439 -14.38 -14.334 -12.693 -14.485 -14.471 -14.391 -14.421 -13.96 -13.509 -13.269 -12.944 -12.305 -11.644 -11.452 0.098
0.95 -11.887 -6.097 -12.383 -10.776 -13.345 -14.35 -3.825 -3.917 -4.915 -7.627 -8.84 -9.463 -10.296 -11.175 -11.897 -12.218 -13.304 -13.652 -14.664 -14.632 -14.629 -14.551 -14.478 -12.671 -14.562 -14.641 -14.563 -14.568 -14.102 -13.631 -13.361 -12.992 -12.315 -11.573 -11.435 -2.722
1.05 -11.924 -5.644 -12.421 -10.683 -13.403 -14.444 -3.447 -4.174 -3.073 -7.363 -8.665 -9.197 -10.041 -11.105 -11.866 -12.214 -13.348 -13.723 -14.746 -14.715 -14.7 -14.651 -14.594 -12.696 -14.629 -14.737 -14.662 -14.656 -14.205 -13.778 -13.453 -12.975 -12.246 -11.749 -11.269 nan
1.15 -11.928 -5.891 -12.426 -10.575 -13.422 -14.478 -3.167 -4.22 -4.677 -7.357 -8.269 -8.751 -9.97 -11.019 -11.843 -12.188 -13.347 -13.732 -14.84 -14.807 -14.807 -14.77 -14.733 -12.705 -14.678 -14.833 -14.792 -14.768 -14.356 -13.817 -13.515 -13.089 -12.203 -11.78 -11.663 3.63
1.25 -11.895 -5.54 -12.392 -10.484 -13.395 -14.503 -2.399 -3.518 -4.249 -7.008 -8.282 -8.914 -9.835 -10.92 -11.762 -12.125 -13.273 -13.709 -14.899 -14.857 -14.859 -14.811 -14.797 -12.641 -14.692 -14.91 -14.851 -14.828 -14.421 -13.946 -13.617 -13.139 -12.117 -11.623 -11.474 -2.813
1.35 -11.903 -4.779 -12.402 -10.377 -13.417 -14.546 -2.336 -3.201 -3.843 -6.013 -8.142 -8.64 -9.693 -10.816 -11.69 -12.052 -13.305 -13.744 -14.956 -14.921 -14.928 -14.892 -14.879 -12.607 -14.742 -14.993 -14.926 -14.906 -14.524 -14.006 -13.675 -13.189 -12.151 -11.783 -11.516 1.956
1.45 -11.909 -4.956 -12.408 -10.316 -13.428 -14.552 -2.292 -3.347 -3.828 -6.285 -7.956 -8.544 -9.538 -10.776 -11.68 -12.055 -13.318 -13.751 -15.014 -14.98 -14.992 -14.975 -14.978 -12.644 -14.77 -15.072 -15.01 -14.989 -14.582 -14.132 -13.811 -13.353 -12.267 -11.724 -11.615 nan
1.55 -11.891 -4.596 -12.39 -10.29 -13.412 -14.533 -2.238 -3.148 -2.072 -6.152 -7.935 -8.484 -9.491 -10.749 -11.668 -12.045 -13.3 -13.728 -15.039 -15.014 -15.032 -15.034 -15.031 -12.627 -14.784 -15.125 -15.051 -15.057 -14.669 -14.281 -13.931 -13.408 -12.262 -11.945 -11.444 -6.641
1.65 -11.872 -4.61 -12.371 -10.139 -13.404 -14.565 -2.257 -3.158 -2.814 -6.133 -7.691 -8.28 -9.263 -10.607 -11.592 -11.981 -13.261 -13.726 -15.067 -15.041 -15.069 -15.073 -15.083 -12.579 -14.801 -15.161 -15.098 -15.09 -14.713 -14.29 -13.948 -13.45 -12.245 -11.839 -11.598 -7.407
1.75 -11.872 -4.542 -12.372 -10.106 -13.408 -14.54 -2.183 -3.14 -2.064 -6.116 -7.337 -8.162 -9.264 -10.588 -11.579 -11.965 -13.306 -13.731 -15.104 -15.083 -15.112 -15.143 -15.163 -12.618 -14.834 -15.219 -15.158 -15.163 -14.766 -14.411 -14.083 -13.615 -12.311 -12.044 -11.755 -3.494
1.85 -11.84 -4.354 -12.339 -10.104 -13.372 -14.543 -2.14 -3.14 -3.499 -5.379 -7.473 -8.065 -9.352 -10.577 -11.537 -11.908 -13.232 -13.697 -15.101 -15.084 -15.116 -15.161 -15.198 -12.553 -14.845 -15.234 -15.181 -15.204 -14.849 -14.463 -14.128 -13.643 -12.431 -12.305 -11.893 -6.747
1.95 -11.834 -4.485 -12.334 -9.948 -13.378 -14.561 -2.116 -3.332 -2.998 -5.939 -7.195 -7.696 -9.041 -10.44 -11.483 -11.875 -13.226 -13.704 -15.128 -15.111 -15.153 -15.208 -15.255 -12.513 -14.891 -15.268 -15.223 -15.258 -14.888 -14.572 -14.237 -13.755 -12.649 -12.167 -11.924 -7.898
2.05 -11.793 -4.319 -12.293 -9.886 -13.337 -14.543 -2.059 -3.093 -2.0 -6.237 -7.049 -7.538 -8.948 -10.379 -11.41 -11.802 -13.177 -13.674 -15.095 -15.093 -15.139 -15.206 -15.243 -12.493 -14.885 -15.255 -15.208 -15.272 -14.935 -14.619 -14.294 -13.833 -12.604 -12.33 -11.882 -3.904
2.15 -11.789 -3.69 -12.29 -9.703 -13.346 -14.535 -2.035 -3.099 -2.018 -5.026 -6.762 -7.624 -8.727 -10.202 -11.324 -11.724 -13.225 -13.697 -15.11 -15.12 -15.175 -15.252 -15.286 -12.447 -14.925 -15.288 -15.238 -15.311 -14.945 -14.672 -14.344 -13.877 -12.683 -12.38 -12.114 -6.591
2.25 -11.76 -3.522 -12.261 -9.882 -13.303 -14.505 -2.033 -3.065 -2.173 -4.421 -6.603 -7.804 -9.016 -10.366 -11.355 -11.744 -13.158 -13.65 -15.098 -15.101 -15.16 -15.251 -15.306 -12.413 -14.904 -15.275 -15.259 -15.325 -14.99 -14.685 -14.371 -13.936 -12.764 -12.449 -11.788 -8.558
2.35 -11.725 -3.388 -12.226 -9.655 -13.279 -14.485 -1.94 -3.035 -1.934 -4.872 -6.476 -7.049 -8.534 -10.162 -11.251 -11.656 -13.153 -13.635 -15.089 -15.093 -15.152 -15.251 -15.314 -12.376 -14.921 -15.271 -15.25 -15.336 -14.995 -14.728 -14.425 -14.011 -12.82 -12.558 -12.047 -7.328
2.45 -11.717 -3.839 -12.218 -9.559 -13.276 -14.519 -1.977 -3.058 -1.955 -5.615 -6.713 -7.132 -8.515 -10.065 -11.183 -11.592 -13.108 -13.64 -15.096 -15.1 -15.163 -15.26 -15.318 -12.284 -14.957 -15.277 -15.259 -15.358 -15.023 -14.769 -14.469 -14.061 -12.897 -12.505 -12.183 -7.506
2.55 -11.659 -3.35 -12.16 -9.419 -13.223 -14.446 -1.93 -2.979 -1.887 -4.056 -6.537 -7.276 -8.234 -9.928 -11.172 -11.592 -13.063 -13.572 -15.038 -15.062 -15.126 -15.241 -15.295 -12.316 -14.917 -15.231 -15.23 -15.341 -15.001 -14.785 -14.481 -14.065 -12.881 -12.477 -12.164 -4.678
2.65 -11.661 -2.945 -12.162 -9.343 -13.228 -14.459 -1.854 -2.999 -1.888 -4.174 -5.529 -6.802 -8.193 -9.869 -11.093 -11.506 -13.085 -13.597 -15.042 -15.05 -15.11 -15.232 -15.312 -12.244 -14.949 -15.225 -15.242 -15.355 -15.02 -14.805 -14.5 -14.086 -12.959 -12.611 -12.12 -4.987
2.75 -11.632 -3.336 -12.134 -9.378 -13.196 -14.447 -1.832 -2.974 -1.861 -4.955 -5.676 -6.514 -8.262 -9.906 -11.092 -11.502 -13.022 -13.559 -15.038 -15.054 -15.12 -15.237 -15.309 -12.212 -14.936 -15.226 -15.239 -15.365 -15.04 -14.827 -14.534 -14.138 -12.851 -12.493 -12.123 -8.254
2.85 -11.565 -2.927 -12.067 -9.152 -13.137 -14.389 -1.777 -2.91 -1.799 -4.032 -5.11 -6.166 -7.994 -9.691 -10.95 -11.366 -12.974 -13.517 -14.973 -14.991 -15.065 -15.204 -15.295 -12.169 -14.911 -15.159 -15.214 -15.342 -15.014 -14.816 -14.522 -14.132 -13.002 -12.667 -12.1 -7.542
2.95 -11.553 -3.075 -12.055 -9.087 -13.127 -14.398 -1.825 -2.919 -1.802 -4.685 -5.973 -6.169 -8.054 -9.609 -10.845 -11.248 -12.972 -13.52 -14.981 -15.0 -15.077 -15.202 -15.278 -12.082 -14.937 -15.162 -15.208 -15.349 -15.017 -14.847 -14.564 -14.19 -13.038 -12.542 -12.215 -7.323
3.05 -11.51 -2.909 -12.011 -9.195 -13.077 -14.368 -1.78 -2.869 -1.756 -3.243 -6.005 -7.077 -8.191 -9.7 -10.9 -11.298 -12.872 -13.455 -14.949 -14.983 -15.07 -15.206 -15.289 -12.07 -14.911 -15.15 -15.213 -15.353 -15.015 -14.855 -14.581 -14.224 -13.088 -12.599 -12.055 -8.386
3.15 -11.441 -3.477 -11.942 -9.0 -13.014 -14.289 -1.683 -2.808 -1.966 -4.391 -5.493 -6.05 -7.852 -9.526 -10.778 -11.187 -12.836 -13.398 -14.898 -14.921 -15.001 -15.157 -15.26 -12.001 -14.897 -15.086 -15.178 -15.332 -14.998 -14.879 -14.589 -14.201 -13.106 -12.657 -12.292 -7.01
3.25 -11.427 -2.41 -11.928 -8.982 -12.999 -14.29 -1.626 -2.791 -1.672 0.621 -4.611 -6.652 -7.971 -9.512 -10.745 -11.147 -12.815 -13.38 -14.893 -14.929 -15.027 -15.158 -15.246 -11.976 -14.897 -15.082 -15.176 -15.33 -14.988 -14.866 -14.591 -14.233 -13.114 -12.638 -12.128 -4.716
3.35 -11.357 -2.432 -11.859 -8.739 -12.936 -14.254 -1.586 -2.732 -1.616 -2.993 -4.975 -5.849 -7.547 -9.275 -10.612 -11.026 -12.722 -13.318 -14.879 -14.92 -15.019 -15.153 -15.24 -11.865 -14.898 -15.073 -15.17 -15.34 -14.99 -14.9 -14.626 -14.267 -13.178 -12.714 -12.248 -8.09
3.45 -11.293 -3.36 -11.795 -8.697 -12.872 -14.185 -1.53 -2.672 -1.557 -4.79 -5.631 -5.906 -7.442 -9.229 -10.57 -10.995 -12.653 -13.253 -14.824 -14.859 -14.955 -15.101 -15.215 -11.828 -14.862 -15.027 -15.129 -15.314 -14.965 -14.872 -14.614 -14.284 -13.249 -12.792 -12.221 -8.53
3.55 -11.31 -2.414 -11.812 -8.702 -12.887 -14.185 -1.507 -2.68 -1.567 -0.847 -4.728 -6.08 -7.503 -9.239 -10.595 -11.01 -12.694 -13.272 -14.797 -14.846 -14.961 -15.081 -15.176 -11.872 -14.868 -14.997 -15.106 -15.302 -14.968 -14.87 -14.61 -14.277 -13.2 -12.774 -12.258 -7.622
3.65 -11.253 -2.165 -11.755 -8.623 -12.832 -14.179 -1.464 -2.644 -1.522 0.801 -3.661 -2.379 -7.311 -9.171 -10.479 -10.89 -12.579 -13.221 -14.806 -14.848 -14.959 -15.107 -15.227 -11.698 -14.877 -14.996 -15.16 -15.319 -14.985 -14.889 -14.638 -14.324 -13.214 -12.85 -12.289 -7.409
3.75 -11.171 -2.16 -11.673 -8.38 -12.756 -14.109 -1.381 -2.559 -1.441 0.97 -4.256 -4.705 -6.836 -8.933 -10.305 -10.729 -12.519 -13.148 -14.775 -14.83 -14.945 -15.088 -15.178 -11.631 -14.852 -14.988 -15.106 -15.311 -14.964 -14.871 -14.647 -14.378 -13.311 -12.829 -12.315 -7.549
3.85 -11.142 -1.994 -11.644 -8.445 -12.722 -14.041 -1.374 -2.521 -1.407 0.893 -4.607 -5.903 -6.943 -8.984 -10.354 -10.782 -12.517 -13.115 -14.715 -14.777 -14.904 -15.053 -15.179 -11.656 -14.842 -14.933 -15.1 -15.3 -14.972 -14.885 -14.653 -14.369 -13.353 -12.846 -12.346 -6.752
3.95 -11.119 -1.965 -11.621 -8.346 -12.702 -14.052 -1.343 -2.516 -1.395 0.977 -3.177 -5.419 -7.181 -8.89 -10.237 -10.653 -12.475 -13.1 -14.687 -14.757 -14.885 -15.039 -15.148 -11.538 -14.834 -14.897 -15.078 -15.282 -14.94 -14.848 -14.63 -14.369 -13.429 -12.871 -12.304 -7.606
4.05 -11.061 -1.839 -11.563 -8.178 -12.648 -14.019 -1.293 -2.46 -1.339 0.954 -0.074 -5.246 -7.165 -8.733 -10.187 -10.591 -12.387 -13.033 -14.686 -14.758 -14.891 -15.036 -15.154 -11.496 -14.842 -14.907 -15.08 -15.295 -14.943 -14.879 -14.66 -14.391 -13.516 -12.962 -12.384 -8.335
4.15 -11.033 -1.921 -11.535 -8.219 -12.618 -13.983 -1.285 -2.434 -1.321 1.043 -4.433 -5.804 -7.13 -8.746 -10.071 -10.477 -12.39 -13.028 -14.664 -14.74 -14.879 -15.033 -15.144 -11.45 -14.841 -14.895 -15.069 -15.293 -14.932 -14.898 -14.671 -14.398 -13.515 -13.04 -12.381 -8.284
4.25 -10.95 -1.749 -11.452 -7.992 -12.538 -13.917 -1.202 -2.358 -1.234 1.116 -3.829 -4.215 -6.664 -8.546 -10.046 -10.459 -12.261 -12.937 -14.611 -14.7 -14.849 -15.003 -15.115 -11.385 -14.812 -14.854 -15.038 -15.273 -14.915 -14.875 -14.666 -14.417 -13.572 -12.983 -12.371 -7.821
4.35 -10.95 -1.903 -11.453 -7.804 -12.542 -13.923 -1.176 -2.369 -1.244 1.232 -4.357 -4.314 -6.225 -8.366 -9.899 -10.319 -12.308 -12.956 -14.61 -14.699 -14.855 -14.986 -15.097 -11.334 -14.829 -14.843 -15.033 -15.272 -14.916 -14.868 -14.672 -14.442 -13.593 -13.034 -12.431 -8.796
4.45 -10.908 -1.812 -11.41 -7.917 -12.497 -13.896 -1.171 -2.325 -1.205 0.872 -4.243 -5.157 -6.478 -8.467 -9.945 -10.361 -12.219 -12.887 -14.596 -14.696 -14.852 -14.998 -15.106 -11.244 -14.851 -14.835 -15.043 -15.29 -14.915 -14.872 -14.691 -14.483 -13.718 -13.081 -12.529 -8.204
4.55 -10.842 -1.706 -11.344 -7.68 -12.435 -13.871 -1.081 -2.276 -1.149 -1.521 -1.616 -4.541 -6.224 -8.255 -9.735 -10.154 -12.114 -12.834 -14.597 -14.681 -14.838 -14.994 -15.121 -11.16 -14.833 -14.833 -15.042 -15.292 -14.937 -14.899 -14.705 -14.478 -13.683 -13.116 -12.452 -8.39
4.65 -10.797 -1.581 -11.299 -7.732 -12.387 -13.792 -1.022 -2.212 -1.093 1.314 0.418 -5.472 -5.626 -8.299 -9.788 -10.222 -12.104 -12.788 -14.535 -14.652 -14.821 -14.976 -15.086 -11.205 -14.836 -14.795 -15.019 -15.281 -14.895 -14.916 -14.723 -14.499 -13.721 -13.214 -12.499 -8.531
4.75 -10.761 -1.58 -11.263 -7.637 -12.352 -13.772 -0.991 -2.186 -1.062 1.34 -3.951 -4.726 -5.776 -8.185 -9.728 -10.16 -12.065 -12.747 -14.514 -14.626 -14.797 -14.953 -15.068 -11.116 -14.828 -14.761 -15.002 -15.276 -14.903 -14.89 -14.712 -14.509 -13.768 -13.215 -12.564 -8.256
4.85 -10.736 -1.517 -11.238 -7.496 -12.33 -13.756 -0.982 -2.172 -1.046 1.334 3.449 0.607 -6.301 -8.069 -9.642 -10.042 -12.028 -12.734 -14.497 -14.619 -14.807 -14.935 -15.043 -11.068 -14.842 -14.756 -14.984 -15.28 -14.893 -14.939 -14.746 -14.518 -13.812 -13.283 -12.523 -7.853
4.95 -10.734 -1.67 -11.237 -7.657 -12.324 -13.779 -0.99 -2.184 -1.057 1.268 -2.878 -4.215 -6.642 -8.181 -9.54 -9.91 -12.012 -12.738 -14.501 -14.629 -14.808 -14.956 -15.064 -10.968 -14.838 -14.762 -14.998 -15.281 -14.902 -14.918 -14.736 -14.525 -13.814 -13.116 -12.521 -8.165
5.05 -10.652 -1.449 -11.154 -7.476 -12.245 -13.716 -0.893 -2.1 -0.975 1.471 3.538 -4.196 -6.02 -8.035 -9.451 -9.869 -11.894 -12.651 -14.489 -14.61 -14.789 -14.941 -15.055 -10.928 -14.835 -14.751 -14.99 -15.285 -14.898 -14.945 -14.75 -14.52 -13.829 -13.167 -12.681 -7.555
5.15 -10.618 -1.939 -11.12 -7.408 -12.212 -13.641 -0.851 -2.043 -0.922 -3.605 -4.18 -4.135 -6.017 -7.971 -9.579 -9.981 -11.893 -12.611 -14.425 -14.563 -14.752 -14.919 -15.047 -11.009 -14.83 -14.697 -14.977 -15.277 -14.879 -14.944 -14.763 -14.555 -13.845 -13.25 -12.674 -8.767
5.25 -10.554 -1.47 -11.056 -7.271 -12.149 -13.618 -0.81 -1.999 -0.87 1.66 -3.579 -3.746 -5.035 -7.838 -9.38 -9.824 -11.775 -12.547 -14.422 -14.548 -14.74 -14.885 -15.016 -10.872 -14.833 -14.683 -14.949 -15.274 -14.886 -14.949 -14.785 -14.603 -13.903 -13.212 -12.617 -8.641
5.35 -10.545 -1.515 -11.047 -7.224 -12.139 -13.61 -0.816 -2.0 -0.874 1.678 -3.814 -3.948 -5.401 -7.77 -9.243 -9.669 -11.805 -12.556 -14.406 -14.549 -14.75 -14.908 -15.028 -10.761 -14.83 -14.669 -14.968 -15.274 -14.87 -14.959 -14.78 -14.575 -13.865 -13.288 -12.59 -8.696
5.45 -10.542 -1.336 -11.045 -6.942 -12.142 -13.621 -0.786 -2.002 -0.872 1.543 3.556 2.254 -5.171 -7.535 -9.236 -9.652 -11.79 -12.553 -14.398 -14.539 -14.742 -14.89 -15.024 -10.791 -14.841 -14.664 -14.958 -15.277 -14.884 -14.94 -14.778 -14.594 -13.931 -13.299 -12.606 -7.74
5.55 -10.483 -1.274 -10.986 -7.034 -12.082 -13.551 -0.723 -1.93 -0.811 1.63 3.873 0.109 -5.926 -7.621 -9.222 -9.615 -11.744 -12.485 -14.373 -14.545 -14.757 -14.91 -15.017 -10.752 -14.836 -14.667 -14.964 -15.286 -14.895 -14.969 -14.792 -14.588 -13.93 -13.362 -12.619 -8.995
5.65 -10.435 -1.231 -10.937 -6.942 -12.033 -13.512 -0.686 -1.887 -0.759 1.739 3.956 -3.831 -5.682 -7.542 -9.251 -9.663 -11.631 -12.436 -14.32 -14.491 -14.705 -14.874 -15.016 -10.703 -14.818 -14.622 -14.943 -15.265 -14.87 -14.948 -14.779 -14.588 -13.965 -13.255 -12.583 -9.15
5.75 -10.396 -1.195 -10.898 -6.931 -11.995 -13.463 -0.633 -1.844 -0.716 1.814 -1.058 -1.248 -5.422 -7.533 -9.241 -9.66 -11.609 -12.388 -14.306 -14.487 -14.712 -14.866 -14.994 -10.71 -14.829 -14.604 -14.932 -15.271 -14.865 -14.983 -14.805 -14.599 -13.927 -13.39 -12.654 -8.92
5.85 -10.382 -1.17 -10.885 -6.711 -11.983 -13.458 -0.634 -1.832 -0.705 1.649 3.912 -1.08 -5.509 -7.312 -9.136 -9.538 -11.601 -12.39 -14.308 -14.483 -14.71 -14.868 -15.004 -10.696 -14.812 -14.604 -14.945 -15.27 -14.867 -14.975 -14.803 -14.605 -13.935 -13.372 -12.589 -8.784
5.95 -10.352 -1.147 -10.855 -6.851 -11.952 -13.43 -0.606 -1.807 -0.685 1.766 3.967 2.398 -5.253 -7.448 -9.101 -9.504 -11.583 -12.351 -14.285 -14.463 -14.693 -14.851 -14.995 -10.598 -14.81 -14.573 -14.93 -15.262 -14.851 -14.983 -14.805 -14.597 -13.943 -13.325 -12.603 -8.994
6.05 -10.317 -1.141 -10.819 -6.687 -11.918 -13.424 -0.57 -1.782 -0.653 1.791 -1.484 -1.665 -4.853 -7.274 -9.023 -9.439 -11.496 -12.322 -14.283 -14.461 -14.698 -14.835 -14.975 -10.566 -14.822 -14.588 -14.917 -15.267 -14.862 -15.028 -14.833 -14.602 -13.931 -13.326 -12.591 -9.1
6.15 -10.289 -1.119 -10.791 -6.755 -11.887 -13.398 -0.569 -1.751 -0.631 1.77 -3.475 -3.893 -5.145 -7.321 -8.948 -9.36 -11.475 -12.296 -14.264 -14.453 -14.686 -14.847 -14.978 -10.519 -14.807 -14.569 -14.92 -15.267 -14.872 -15.021 -14.821 -14.589 -13.906 -13.329 -12.528 -9.077
6.25 -10.201 -1.604 -10.704 -6.484 -11.804 -13.328 -0.485 -1.668 -0.535 -3.342 -4.016 -3.912 -5.647 -7.055 -8.823 -9.204 -11.362 -12.208 -14.2 -14.404 -14.639 -14.821 -14.985 -10.463 -14.783 -14.518 -14.916 -15.25 -14.861 -14.982 -14.793 -14.571 -13.946 -13.299 -12.632 -8.969
6.35 -10.2 -0.981 -10.702 -6.678 -11.799 -13.293 -0.417 -1.644 -0.522 1.804 4.172 2.628 -4.238 -7.283 -8.931 -9.34 -11.412 -12.199 -14.212 -14.417 -14.667 -14.815 -14.954 -10.587 -14.79 -14.527 -14.893 -15.247 -14.845 -14.99 -14.806 -14.591 -13.917 -13.319 -12.649 -8.753
6.45 -10.179 -0.979 -10.681 -6.519 -11.779 -13.265 -0.434 -1.633 -0.511 1.828 1.957 -4.072 -5.039 -7.1 -8.861 -9.257 -11.417 -12.177 -14.186 -14.393 -14.647 -14.792 -14.939 -10.463 -14.76 -14.508 -14.878 -15.226 -14.809 -14.99 -14.792 -14.556 -13.881 -13.324 -12.522 -9.516
6.55 -10.135 -0.952 -10.637 -6.478 -11.734 -13.236 -0.397 -1.591 -0.466 1.85 -1.067 -4.989 -5.396 -7.022 -8.726 -9.107 -11.374 -12.141 -14.16 -14.385 -14.643 -14.795 -14.933 -10.404 -14.756 -14.484 -14.882 -15.231 -14.834 -15.004 -14.806 -14.57 -13.885 -13.264 -12.628 -8.822
6.65 -10.104 -0.899 -10.607 -6.581 -11.703 -13.215 -0.362 -1.567 -0.437 1.856 4.126 2.674 -5.56 -7.161 -8.902 -9.293 -11.25 -12.094 -14.122 -14.36 -14.626 -14.788 -14.934 -10.409 -14.767 -14.453 -14.884 -15.229 -14.812 -15.017 -14.82 -14.584 -13.9 -13.352 -12.562 -9.526
