# %ECSV 1.0
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: wfc3_uvis1_f200lp, datatype: float64}
# - {name: wfc3_uvis1_f300x, datatype: float64}
# - {name: wfc3_uvis1_f350lp, datatype: float64}
# - {name: wfc3_uvis1_f475x, datatype: float64}
# - {name: wfc3_uvis1_f600lp, datatype: float64}
# - {name: wfc3_uvis1_f850lp, datatype: float64}
# - {name: wfc3_uvis1_f218w, datatype: float64}
# - {name: wfc3_uvis1_f225w, datatype: float64}
# - {name: wfc3_uvis1_f275w, datatype: float64}
# - {name: wfc3_uvis1_f336w, datatype: float64}
# - {name: wfc3_uvis1_f390w, datatype: float64}
# - {name: wfc3_uvis1_f438w, datatype: float64}
# - {name: wfc3_uvis1_f475w, datatype: float64}
# - {name: wfc3_uvis1_f555w, datatype: float64}
# - {name: wfc3_uvis1_f606w, datatype: float64}
# - {name: wfc3_uvis1_f625w, datatype: float64}
# - {name: wfc3_uvis1_f775w, datatype: float64}
# - {name: wfc3_uvis1_f814w, datatype: float64}
# - {name: wfc3_ir_f105w, datatype: float64}
# - {name: wfc3_ir_f110w, datatype: float64}
# - {name: wfc3_ir_f125w, datatype: float64}
# - {name: wfc3_ir_f140w, datatype: float64}
# - {name: wfc3_ir_f160w, datatype: float64}
# - {name: jwst_nircam_f070w, datatype: float64}
# - {name: jwst_nircam_f090w, datatype: float64}
# - {name: jwst_nircam_f115w, datatype: float64}
# - {name: jwst_nircam_f150w, datatype: float64}
# - {name: jwst_nircam_f150w2, datatype: float64}
# - {name: jwst_nircam_f200w, datatype: float64}
# - {name: jwst_nircam_f277w, datatype: float64}
# - {name: jwst_nircam_f322w2, datatype: float64}
# - {name: jwst_nircam_f356w, datatype: float64}
# - {name: jwst_nircam_f444w, datatype: float64}
# - {name: jwst_miri_f0560w, datatype: float64}
# - {name: jwst_miri_f0770w, datatype: float64}
# - {name: jwst_miri_f1000w, datatype: float64}
# meta: !!omap
# - comment: [type = Kasen_double, name = gw170817, model1 = knova_d1_n10_m0.035_vk0.15_Xlan1e-2.0.h5, model2 = knova_d1_n50_m0.025_vk0.25_fd0.3_Xlan1e-6.0_vs0.32_ns12.0.h5]
# schema: astropy-2.0
time wfc3_uvis1_f200lp wfc3_uvis1_f300x wfc3_uvis1_f350lp wfc3_uvis1_f475x wfc3_uvis1_f600lp wfc3_uvis1_f850lp wfc3_uvis1_f218w wfc3_uvis1_f225w wfc3_uvis1_f275w wfc3_uvis1_f336w wfc3_uvis1_f390w wfc3_uvis1_f438w wfc3_uvis1_f475w wfc3_uvis1_f555w wfc3_uvis1_f606w wfc3_uvis1_f625w wfc3_uvis1_f775w wfc3_uvis1_f814w wfc3_ir_f105w wfc3_ir_f110w wfc3_ir_f125w wfc3_ir_f140w wfc3_ir_f160w jwst_nircam_f070w jwst_nircam_f090w jwst_nircam_f115w jwst_nircam_f150w jwst_nircam_f150w2 jwst_nircam_f200w jwst_nircam_f277w jwst_nircam_f322w2 jwst_nircam_f356w jwst_nircam_f444w jwst_miri_f0560w jwst_miri_f0770w jwst_miri_f1000w
-0.05 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
0.05 -14.955 -15.437 -14.524 -14.65 -13.899 -13.531 -15.617 -15.596 -15.467 -15.242 -15.009 -14.784 -14.681 -14.519 -14.357 -14.192 -13.781 -13.739 -13.444 -13.317 -13.183 -12.989 -12.842 -13.987 -13.615 -13.288 -12.878 -13.964 -11.867 -11.823 -11.722 -11.068 -11.12 -9.459 -6.711 nan
0.15 -15.768 -16.137 -15.562 -15.712 -14.888 -14.43 -15.682 -15.882 -16.101 -16.278 -16.083 -15.919 -15.761 -15.546 -15.351 -15.179 -14.806 -14.725 -14.166 -14.122 -14.029 -13.88 -13.624 -14.991 -14.63 -14.079 -13.731 -14.643 -13.082 -12.834 -12.839 -12.585 -11.963 -11.769 -11.065 -5.395
0.25 -15.84 -15.896 -15.865 -16.05 -15.312 -14.856 -15.037 -15.381 -15.861 -16.195 -16.204 -16.155 -16.084 -15.978 -15.808 -15.683 -15.198 -15.117 -14.581 -14.48 -14.318 -14.202 -14.007 -15.413 -15.016 -14.441 -14.057 -14.729 -13.698 -13.182 -13.075 -12.727 -12.159 -12.187 -10.674 0.474
0.35 -15.759 -15.324 -15.968 -16.154 -15.592 -15.255 -13.67 -14.191 -15.221 -15.871 -16.197 -16.259 -16.19 -16.092 -15.964 -15.867 -15.49 -15.435 -14.946 -14.837 -14.642 -14.473 -14.192 -15.674 -15.387 -14.777 -14.284 -14.827 -14.09 -13.514 -13.404 -13.137 -12.469 -12.442 -11.059 -5.197
0.45 -15.646 -14.444 -15.985 -16.201 -15.703 -15.472 -12.144 -12.76 -14.165 -15.306 -16.011 -16.287 -16.273 -16.19 -16.047 -15.928 -15.629 -15.598 -15.164 -15.052 -14.843 -14.684 -14.426 -15.769 -15.557 -14.995 -14.494 -14.848 -14.193 -13.649 -13.426 -12.981 -12.423 -12.133 -11.051 -5.131
0.55 -15.488 -13.507 -15.891 -16.103 -15.735 -15.528 -11.185 -11.799 -13.111 -14.525 -15.51 -16.029 -16.197 -16.208 -16.083 -15.952 -15.695 -15.657 -15.255 -15.147 -14.942 -14.795 -14.54 -15.796 -15.619 -15.091 -14.599 -14.869 -14.29 -13.698 -13.514 -13.181 -12.439 -12.136 -11.009 -4.132
0.65 -15.353 -12.858 -15.783 -15.937 -15.765 -15.549 -10.392 -11.029 -12.365 -13.989 -14.99 -15.551 -15.987 -16.14 -16.101 -16.002 -15.738 -15.695 -15.313 -15.214 -15.025 -14.884 -14.601 -15.83 -15.647 -15.143 -14.687 -14.915 -14.456 -13.799 -13.547 -13.106 -12.281 -12.207 -11.099 -7.973
0.75 -15.262 -12.385 -15.706 -15.785 -15.813 -15.629 -9.757 -10.374 -11.794 -13.595 -14.638 -15.147 -15.76 -16.038 -16.081 -16.052 -15.783 -15.749 -15.393 -15.306 -15.13 -14.996 -14.704 -15.862 -15.733 -15.215 -14.796 -15.009 -14.572 -14.011 -13.716 -13.215 -12.427 -12.169 -11.23 -7.214
0.85 -15.204 -12.053 -15.658 -15.658 -15.871 -15.695 -9.128 -9.877 -11.393 -13.32 -14.347 -14.849 -15.562 -15.944 -16.053 -16.095 -15.823 -15.797 -15.478 -15.407 -15.257 -15.13 -14.844 -15.911 -15.806 -15.316 -14.954 -15.122 -14.73 -14.152 -13.821 -13.25 -12.319 -12.047 -11.152 -5.701
0.95 -15.11 -11.76 -15.571 -15.47 -15.895 -15.794 -8.633 -9.468 -11.058 -13.078 -13.994 -14.457 -15.3 -15.79 -15.965 -16.069 -15.837 -15.829 -15.61 -15.525 -15.374 -15.246 -14.992 -15.916 -15.898 -15.433 -15.106 -15.245 -14.857 -14.266 -13.95 -13.435 -12.353 -12.221 -11.448 -6.682
1.05 -14.992 -11.486 -15.457 -15.252 -15.878 -15.825 -8.171 -9.049 -10.716 -12.858 -13.674 -14.084 -15.025 -15.593 -15.833 -15.979 -15.837 -15.837 -15.663 -15.58 -15.441 -15.318 -15.088 -15.887 -15.941 -15.485 -15.203 -15.331 -14.962 -14.424 -14.098 -13.573 -12.464 -12.285 -11.461 -6.451
1.15 -14.856 -11.211 -15.326 -15.021 -15.825 -15.846 -7.79 -8.68 -10.408 -12.578 -13.408 -13.799 -14.749 -15.37 -15.664 -15.841 -15.814 -15.826 -15.681 -15.61 -15.489 -15.382 -15.178 -15.814 -15.967 -15.506 -15.284 -15.403 -15.048 -14.546 -14.225 -13.724 -12.627 -12.343 -11.584 -7.613
1.25 -14.72 -10.92 -15.193 -14.795 -15.757 -15.837 -7.515 -8.376 -10.096 -12.29 -13.166 -13.558 -14.507 -15.147 -15.477 -15.669 -15.801 -15.815 -15.702 -15.633 -15.52 -15.429 -15.248 -15.73 -15.973 -15.535 -15.355 -15.467 -15.148 -14.625 -14.317 -13.854 -12.718 -12.561 -11.708 -6.786
1.35 -14.598 -10.643 -15.074 -14.588 -15.694 -15.834 -7.291 -8.127 -9.778 -12.032 -12.93 -13.34 -14.301 -14.944 -15.305 -15.506 -15.774 -15.793 -15.707 -15.64 -15.529 -15.465 -15.31 -15.643 -15.985 -15.535 -15.409 -15.508 -15.199 -14.719 -14.414 -13.967 -12.74 -12.508 -11.807 -6.763
1.45 -14.481 -10.376 -14.96 -14.396 -15.624 -15.809 -6.799 -7.668 -9.424 -11.811 -12.746 -13.202 -14.127 -14.75 -15.133 -15.335 -15.74 -15.763 -15.703 -15.643 -15.548 -15.489 -15.352 -15.55 -15.983 -15.547 -15.446 -15.551 -15.27 -14.787 -14.484 -14.042 -12.859 -12.722 -11.821 -7.773
1.55 -14.379 -10.143 -14.859 -14.217 -15.563 -15.807 -6.574 -7.434 -9.16 -11.584 -12.56 -13.039 -13.952 -14.572 -14.975 -15.178 -15.707 -15.74 -15.716 -15.643 -15.537 -15.494 -15.395 -15.463 -15.998 -15.555 -15.467 -15.589 -15.313 -14.869 -14.564 -14.127 -12.98 -12.788 -11.991 -8.504
1.65 -14.282 -9.908 -14.764 -14.055 -15.498 -15.788 -6.563 -7.275 -8.883 -11.369 -12.349 -12.835 -13.777 -14.416 -14.835 -15.048 -15.657 -15.702 -15.697 -15.625 -15.519 -15.504 -15.432 -15.373 -15.981 -15.543 -15.496 -15.605 -15.378 -14.865 -14.575 -14.172 -12.933 -12.731 -11.977 -7.907
1.75 -14.2 -9.694 -14.684 -13.923 -15.44 -15.772 -6.118 -6.892 -8.605 -11.167 -12.208 -12.735 -13.647 -14.282 -14.716 -14.931 -15.606 -15.664 -15.683 -15.614 -15.511 -15.513 -15.457 -15.289 -15.976 -15.538 -15.515 -15.621 -15.39 -14.925 -14.626 -14.201 -12.998 -12.862 -11.971 -8.268
1.85 -14.117 -9.543 -14.602 -13.793 -15.377 -15.761 -5.916 -6.772 -8.486 -10.99 -12.068 -12.592 -13.506 -14.154 -14.605 -14.827 -15.54 -15.612 -15.694 -15.615 -15.505 -15.514 -15.479 -15.2 -15.97 -15.553 -15.523 -15.637 -15.402 -14.961 -14.653 -14.214 -13.023 -12.918 -12.018 -8.831
1.95 -14.048 -9.367 -14.534 -13.684 -15.323 -15.75 -5.834 -6.612 -8.273 -10.833 -11.923 -12.492 -13.388 -14.048 -14.512 -14.744 -15.475 -15.564 -15.692 -15.608 -15.491 -15.502 -15.486 -15.123 -15.96 -15.557 -15.524 -15.65 -15.435 -14.984 -14.678 -14.249 -13.102 -12.78 -12.091 -8.113
2.05 -13.976 -9.224 -14.463 -13.569 -15.267 -15.735 -5.688 -6.443 -8.087 -10.695 -11.819 -12.374 -13.269 -13.934 -14.412 -14.646 -15.418 -15.519 -15.684 -15.595 -15.475 -15.493 -15.487 -15.043 -15.953 -15.549 -15.512 -15.655 -15.437 -15.004 -14.705 -14.284 -13.158 -12.824 -12.107 -8.404
2.15 -13.906 -9.099 -14.393 -13.47 -15.207 -15.712 -5.483 -6.338 -7.995 -10.553 -11.702 -12.296 -13.171 -13.834 -14.322 -14.561 -15.344 -15.461 -15.684 -15.593 -15.477 -15.486 -15.478 -14.964 -15.932 -15.557 -15.508 -15.66 -15.444 -15.004 -14.714 -14.309 -13.238 -12.896 -11.937 -8.685
2.25 -13.84 -8.976 -14.328 -13.38 -15.15 -15.686 -5.428 -6.24 -7.843 -10.423 -11.611 -12.213 -13.075 -13.746 -14.241 -14.484 -15.281 -15.41 -15.677 -15.587 -15.477 -15.475 -15.464 -14.896 -15.907 -15.564 -15.488 -15.66 -15.432 -15.003 -14.725 -14.348 -13.257 -12.904 -12.085 -8.244
2.35 -13.777 -8.86 -14.266 -13.293 -15.095 -15.662 -5.243 -6.03 -7.691 -10.343 -11.525 -12.135 -12.986 -13.658 -14.161 -14.407 -15.216 -15.356 -15.68 -15.59 -15.482 -15.484 -15.476 -14.826 -15.897 -15.571 -15.504 -15.68 -15.457 -15.056 -14.767 -14.37 -13.293 -12.959 -12.164 -8.474
2.45 -13.716 -8.766 -14.204 -13.212 -15.04 -15.624 -5.286 -6.086 -7.648 -10.201 -11.434 -12.054 -12.904 -13.578 -14.091 -14.339 -15.156 -15.303 -15.653 -15.567 -15.464 -15.468 -15.458 -14.76 -15.867 -15.56 -15.473 -15.671 -15.449 -15.032 -14.766 -14.412 -13.352 -12.977 -12.259 -9.254
2.55 -13.649 -8.648 -14.138 -13.136 -14.978 -15.585 -5.019 -5.803 -7.447 -10.103 -11.374 -12.011 -12.836 -13.498 -14.011 -14.258 -15.086 -15.24 -15.655 -15.566 -15.468 -15.462 -15.451 -14.687 -15.852 -15.572 -15.466 -15.69 -15.459 -15.073 -14.808 -14.459 -13.485 -13.016 -12.312 -9.214
2.65 -13.588 -8.576 -14.077 -13.063 -14.92 -15.53 -4.957 -5.782 -7.397 -10.016 -11.275 -11.941 -12.756 -13.428 -13.949 -14.201 -15.024 -15.179 -15.618 -15.541 -15.461 -15.469 -15.463 -14.631 -15.816 -15.561 -15.477 -15.695 -15.464 -15.098 -14.837 -14.496 -13.491 -13.101 -12.289 -8.706
2.75 -13.526 -8.481 -14.015 -12.988 -14.862 -15.485 -4.96 -5.742 -7.334 -9.901 -11.2 -11.868 -12.687 -13.353 -13.878 -14.13 -14.963 -15.124 -15.592 -15.515 -15.44 -15.433 -15.43 -14.565 -15.796 -15.544 -15.438 -15.691 -15.45 -15.11 -14.864 -14.547 -13.628 -13.104 -12.426 -8.873
2.85 -13.467 -8.379 -13.956 -12.926 -14.804 -15.437 -4.858 -5.651 -7.149 -9.833 -11.164 -11.844 -12.626 -13.286 -13.814 -14.066 -14.9 -15.064 -15.567 -15.5 -15.439 -15.446 -15.452 -14.506 -15.77 -15.529 -15.461 -15.705 -15.461 -15.124 -14.888 -14.588 -13.676 -13.195 -12.447 -9.327
2.95 -13.404 -8.315 -13.893 -12.86 -14.743 -15.379 -4.861 -5.604 -7.127 -9.742 -11.08 -11.778 -12.563 -13.222 -13.75 -14.003 -14.837 -15.003 -15.521 -15.458 -15.403 -15.419 -15.428 -14.448 -15.733 -15.498 -15.435 -15.694 -15.459 -15.154 -14.918 -14.621 -13.718 -13.127 -12.395 -9.26
3.05 -13.346 -8.256 -13.835 -12.797 -14.686 -15.328 -4.778 -5.566 -7.048 -9.696 -11.02 -11.745 -12.508 -13.157 -13.686 -13.939 -14.779 -14.946 -15.483 -15.424 -15.374 -15.404 -15.412 -14.383 -15.707 -15.465 -15.415 -15.681 -15.431 -15.142 -14.918 -14.639 -13.766 -13.167 -12.491 -8.921
3.15 -13.292 -8.173 -13.782 -12.738 -14.634 -15.281 -4.736 -5.421 -7.0 -9.588 -10.959 -11.69 -12.452 -13.098 -13.626 -13.878 -14.727 -14.896 -15.456 -15.4 -15.361 -15.384 -15.398 -14.33 -15.69 -15.446 -15.395 -15.682 -15.414 -15.147 -14.929 -14.661 -13.866 -13.297 -12.527 -9.018
3.25 -13.231 -8.094 -13.721 -12.682 -14.572 -15.218 -4.716 -5.43 -6.949 -9.488 -10.907 -11.653 -12.402 -13.041 -13.569 -13.82 -14.663 -14.834 -15.386 -15.343 -15.315 -15.355 -15.376 -14.273 -15.657 -15.398 -15.367 -15.669 -15.397 -15.186 -14.969 -14.7 -13.885 -13.375 -12.52 -8.924
3.35 -13.18 -8.036 -13.669 -12.633 -14.519 -15.162 -4.649 -5.399 -6.861 -9.43 -10.853 -11.611 -12.355 -12.991 -13.517 -13.767 -14.616 -14.782 -15.336 -15.301 -15.278 -15.335 -15.366 -14.224 -15.632 -15.355 -15.347 -15.66 -15.395 -15.197 -14.982 -14.72 -13.919 -13.316 -12.514 -9.689
3.45 -13.123 -7.908 -13.612 -12.576 -14.464 -15.107 -4.491 -5.115 -6.642 -9.331 -10.796 -11.559 -12.304 -12.933 -13.46 -13.709 -14.556 -14.725 -15.304 -15.268 -15.252 -15.318 -15.37 -14.16 -15.6 -15.328 -15.353 -15.651 -15.381 -15.195 -14.974 -14.702 -13.943 -13.425 -12.466 -9.161
3.55 -13.072 -7.863 -13.561 -12.524 -14.413 -15.059 -4.55 -5.209 -6.659 -9.28 -10.744 -11.515 -12.254 -12.881 -13.411 -13.661 -14.498 -14.671 -15.257 -15.231 -15.231 -15.29 -15.341 -14.117 -15.579 -15.296 -15.322 -15.649 -15.405 -15.22 -14.998 -14.727 -13.961 -13.422 -12.596 -9.151
3.65 -13.014 -7.803 -13.504 -12.481 -14.352 -14.995 -4.392 -5.044 -6.6 -9.186 -10.689 -11.478 -12.219 -12.837 -13.356 -13.603 -14.441 -14.61 -15.222 -15.195 -15.193 -15.26 -15.317 -14.064 -15.553 -15.271 -15.286 -15.636 -15.367 -15.226 -15.012 -14.75 -14.027 -13.444 -12.583 -9.441
3.75 -12.969 -7.74 -13.459 -12.429 -14.308 -14.958 -4.397 -5.061 -6.55 -9.125 -10.637 -11.431 -12.168 -12.785 -13.3 -13.544 -14.402 -14.572 -15.197 -15.172 -15.177 -15.263 -15.329 -14.009 -15.537 -15.249 -15.296 -15.63 -15.355 -15.222 -15.009 -14.75 -14.041 -13.477 -12.557 -8.91
3.85 -12.919 -7.678 -13.409 -12.38 -14.259 -14.91 -4.275 -4.996 -6.481 -9.057 -10.592 -11.393 -12.129 -12.734 -13.255 -13.498 -14.343 -14.518 -15.149 -15.142 -15.16 -15.263 -15.335 -13.958 -15.515 -15.219 -15.294 -15.63 -15.353 -15.238 -15.029 -14.779 -14.056 -13.458 -12.616 -8.928
3.95 -12.872 -7.608 -13.361 -12.342 -14.209 -14.858 -4.295 -4.883 -6.418 -8.991 -10.532 -11.362 -12.088 -12.697 -13.217 -13.464 -14.29 -14.463 -15.103 -15.1 -15.126 -15.233 -15.304 -13.919 -15.495 -15.178 -15.266 -15.623 -15.348 -15.267 -15.049 -14.783 -14.07 -13.489 -12.583 -9.46
4.05 -12.822 -7.554 -13.312 -12.292 -14.16 -14.805 -4.311 -4.998 -6.362 -8.93 -10.483 -11.309 -12.039 -12.647 -13.158 -13.402 -14.254 -14.422 -15.068 -15.078 -15.115 -15.224 -15.299 -13.867 -15.477 -15.163 -15.252 -15.623 -15.342 -15.276 -15.059 -14.795 -14.065 -13.534 -12.626 -9.306
4.15 -12.776 -7.476 -13.266 -12.244 -14.114 -14.767 -4.08 -4.705 -6.283 -8.837 -10.432 -11.263 -11.999 -12.598 -13.111 -13.352 -14.205 -14.377 -15.049 -15.056 -15.096 -15.207 -15.292 -13.82 -15.445 -15.144 -15.243 -15.607 -15.326 -15.281 -15.057 -14.783 -14.057 -13.395 -12.582 -8.563
4.25 -12.732 -7.434 -13.221 -12.206 -14.068 -14.723 -4.048 -4.743 -6.229 -8.818 -10.387 -11.236 -11.964 -12.56 -13.071 -13.312 -14.151 -14.326 -15.006 -15.027 -15.083 -15.198 -15.28 -13.772 -15.428 -15.112 -15.232 -15.595 -15.309 -15.286 -15.053 -14.763 -14.049 -13.514 -12.558 -9.102
4.35 -12.681 -7.366 -13.17 -12.164 -14.015 -14.674 -4.057 -4.78 -6.18 -8.722 -10.344 -11.197 -11.923 -12.517 -13.022 -13.262 -14.096 -14.275 -14.974 -15.008 -15.074 -15.188 -15.261 -13.717 -15.404 -15.107 -15.214 -15.591 -15.291 -15.3 -15.065 -14.773 -14.046 -13.465 -12.629 -9.243
4.45 -12.642 -7.307 -13.131 -12.13 -13.974 -14.631 -3.958 -4.62 -6.101 -8.655 -10.288 -11.164 -11.893 -12.485 -12.987 -13.227 -14.056 -14.232 -14.937 -14.974 -15.047 -15.166 -15.262 -13.678 -15.387 -15.073 -15.206 -15.586 -15.306 -15.3 -15.069 -14.784 -14.062 -13.405 -12.655 -8.253
4.55 -12.595 -7.267 -13.085 -12.086 -13.927 -14.571 -3.995 -4.665 -6.069 -8.6 -10.238 -11.111 -11.847 -12.441 -12.94 -13.178 -14.018 -14.185 -14.896 -14.944 -15.022 -15.16 -15.256 -13.641 -15.354 -15.042 -15.198 -15.573 -15.288 -15.299 -15.059 -14.76 -14.04 -13.42 -12.616 -9.331
4.65 -12.554 -7.187 -13.044 -12.05 -13.886 -14.531 -3.88 -4.528 -5.997 -8.531 -10.189 -11.072 -11.824 -12.404 -12.904 -13.138 -13.971 -14.144 -14.857 -14.914 -15.008 -15.143 -15.244 -13.598 -15.333 -15.016 -15.185 -15.561 -15.28 -15.312 -15.06 -14.743 -13.98 -13.447 -12.546 -8.997
4.75 -12.508 -7.13 -12.998 -12.007 -13.838 -14.491 -3.796 -4.353 -5.895 -8.498 -10.159 -11.036 -11.773 -12.361 -12.857 -13.093 -13.921 -14.097 -14.832 -14.896 -15.004 -15.127 -15.226 -13.547 -15.301 -14.994 -15.169 -15.543 -15.257 -15.295 -15.045 -14.729 -13.947 -13.359 -12.569 -9.309
4.85 -12.46 -7.067 -12.95 -11.964 -13.788 -14.443 -3.887 -4.471 -5.777 -8.435 -10.113 -11.011 -11.735 -12.317 -12.81 -13.045 -13.87 -14.048 -14.792 -14.865 -14.98 -15.111 -15.224 -13.501 -15.276 -14.965 -15.162 -15.53 -15.232 -15.305 -15.046 -14.713 -13.911 -13.386 -12.56 -8.85
4.95 -12.418 -7.041 -12.907 -11.923 -13.747 -14.393 -3.737 -4.415 -5.857 -8.392 -10.051 -10.948 -11.692 -12.279 -12.775 -13.01 -13.827 -14.002 -14.757 -14.844 -14.967 -15.094 -15.191 -13.464 -15.248 -14.95 -15.132 -15.518 -15.231 -15.312 -15.045 -14.704 -13.83 -13.411 -12.511 -8.8
